ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Oct 2017,Groupe Elloumi,Groupe Elloumi,Tunisia,Morocco,Automotive compon…,Motor vehicle electri…,Manufacturing,* $34.70m,500,New
2,Oct 2017,International Wor…,International Wor…,Switzerland,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
3,Oct 2017,International Wor…,International Wor…,Switzerland,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
4,Oct 2017,International Wor…,International Wor…,Switzerland,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
5,Oct 2017,International Wor…,International Wor…,Switzerland,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
6,Oct 2017,Saint-Gobain,Saint-Gobain,France,Morocco,Ceramics & glass,Glass & glass products,Manufacturing,* $13.14m,* 78,New
7,Oct 2017,Saint-Gobain,Saint-Gobain,France,Morocco,Ceramics & glass,Glass & glass products,Manufacturing,* $13.14m,* 78,New
8,Oct 2017,Unicity Internatio…,Unicity Internatio…,United States,Morocco,Consumer products,"Cosmetics, perfume,…","Sales, Marketing & S…",* $3.20m,* 37,New
9,Sep 2017,Dedalus,Medasys,Italy,Morocco,Software & IT services,"Software publishers,…",ICT & Internet Infras…,$84.63m,* 19,New
10,Sep 2017,Fiat Chrysler Auto…,Magneti Marelli,United Kingdom,Morocco,Automotive compon…,Other motor vehicle …,Manufacturing,$43.37m,500,New
11,Sep 2017,Grupo Planeta,Grupo Planeta,Spain,Morocco,Business services,"Newspaper, periodic…",Business Services,* $27.80m,* 43,New
12,Sep 2017,Lloyds,Lloyds,United Kingdom,Morocco,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
13,Aug 2017,Africapractice,Africapractice,South Africa,Morocco,Business services,Management consult…,Business Services,* $27.80m,* 43,New
14,Jul 2017,AkzoNobel,AkzoNobel,Netherlands,Morocco,Chemicals,"Paints, coatings, add…","Sales, Marketing & S…",* $2.80m,* 13,New
15,Jul 2017,Artai,Artai,Spain,Morocco,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
