ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2011,Rolfes Group,Rolfes Group,South Africa,Kenya,Chemicals,Other chemical prod…,"Sales, Marketing & S…",* $6.20m,* 14,New
2,Nov 2011,Standard Chartere…,Standard Chartere…,United Kingdom,Kenya,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
3,Nov 2011,Tata Group,Tata Chemicals M…,India,Kenya,Chemicals,Basic chemicals,Manufacturing,* $162.20m,* 149,Expansion
4,Oct 2011,Ecobank Transnati…,Ecobank Kenya,Togo,Kenya,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
5,Oct 2011,IHS Plc,IHS Plc,Nigeria,Kenya,Communications,Communications equ…,"Sales, Marketing & S…",* $7.50m,* 16,New
6,Oct 2011,NMC Group,UAE Exchange Ce…,UAE,Kenya,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
7,Oct 2011,Tata Group,Jaguar Land Rover,India,Kenya,Automotive OEM,All other transportati…,Education & Training,* $10.20m,* 39,New
8,Sep 2011,Ecobank Transnati…,Ecobank Kenya,Togo,Kenya,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
9,Sep 2011,Ecobank Transnati…,Ecobank Kenya,Togo,Kenya,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
10,Sep 2011,Ecobank Transnati…,Ecobank Kenya,Togo,Kenya,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
11,Sep 2011,Omnicane,Omnicane,Mauritius,Kenya,Renewable energy,Biomass power,Manufacturing,$180.00m,* 109,New
12,Sep 2011,Toyota Motor,Toyota Kenya,Japan,Kenya,Automotive OEM,Automobiles,Maintenance & Servi…,* $6.10m,* 27,New
13,Aug 2011,Bank of Africa (B…,Bank of Africa Ken…,Morocco,Kenya,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
14,Aug 2011,FirstRand,Rand Merchant Ba…,South Africa,Kenya,Financial services,Corporate & investm…,Business Services,* $11.00m,* 18,New
15,Aug 2011,Samsung Group,Samsung Group,South Korea,Kenya,Consumer electronics,Other (Consumer ele…,Research & Develop…,* $10.70m,* 134,New
