ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Feb 2010,Loveurope,Loveurope,United Kingdom,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $6.80m,* 15,New
2,Feb 2010,M&C Saatchi,M&C Saatchi,United Kingdom,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $6.80m,* 15,New
3,Feb 2010,Metso Corporation,Metso Automation,Finland,South Africa,Industrial equipment,General purpose ma…,Maintenance & Servi…,* $5.00m,* 27,New
4,Feb 2010,Movirtu,Movirtu,United Kingdom,South Africa,Communications,Wireless telecommu…,"Sales, Marketing & S…",* $4.70m,* 62,New
5,Feb 2010,Parexel Internatio…,Parexel Internatio…,United States,South Africa,Pharmaceuticals,Pharmaceutical prep…,Research & Develop…,* $34.60m,* 80,New
6,Feb 2010,Renaissance Capital,Renaissance Capital,Russia,South Africa,Financial services,Corporate & investm…,Business Services,* $11.00m,* 21,New
7,Feb 2010,Smeg (Smalterie …,Smeg South Africa,Italy,South Africa,Consumer electronics,Household appliances,Retail,* $9.20m,* 78,New
8,Feb 2010,Vaimo,Vaimo,Sweden,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
9,Feb 2010,Woolworths Group,Woolworths Group,Australia,South Africa,Food and Beverages,Food & beverage ret…,Retail,* $16.60m,* 177,Expansion
10,Jan 2010,Berkshire Hathaway,Flightsafety,United States,South Africa,Business services,"Technical, trade & ot…",Education & Training,* $14.60m,* 39,New
11,Jan 2010,Brandtone,Brandtone,Ireland,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $6.80m,* 15,New
12,Jan 2010,Ferragamo Finanzi…,Salvatore Ferraga…,Italy,South Africa,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
13,Jan 2010,General Motors (G…,General Motors So…,United States,South Africa,Automotive compon…,Other motor vehicle …,"Logistics, Distributio…",$33.41m,* 141,Expansion
14,Jan 2010,General Motors (G…,General Motors So…,United States,South Africa,Automotive OEM,Automobiles,Manufacturing,* $116.30m,* 844,Expansion
15,Jan 2010,Impact,Impact,United States,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
