ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Feb 2018,Groupe Castel,SOBOLECO (Socié…,France,Gabon,Food and Beverages,Soft drinks & ice,Manufacturing,$5.63m,* 24,Expansion
2,Jan 2018,Olam International,Olam International,Singapore,Gabon,Food and Beverages,Grains & oilseed,Manufacturing,* $45.80m,* 263,Expansion
3,Jun 2016,BlueMind,BlueMind Africa,France,Gabon,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
4,Jan 2016,Bouygues,Axione,France,Gabon,Communications,Wired telecommunic…,"Sales, Marketing & S…",* $2.30m,11,New
5,Dec 2015,Nestle,Nespresso,Switzerland,Gabon,Food and Beverages,Coffee & tea,Retail,* $12.70m,* 107,New
6,Jun 2014,China Petrochemic…,Addax Petroleum,China,Gabon,"Coal, oil & gas",Oil & gas extraction,Education & Training,* $22.20m,* 131,New
7,Jun 2014,Emerging Markets…,Emerging Markets…,United States,Gabon,Communications,Satellite telecommu…,"Sales, Marketing & S…",* $4.70m,* 62,New
8,May 2014,Standard Bank Gr…,Standard Bank Gr…,South Africa,Gabon,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
9,Mar 2014,Adwya,Adwya,Tunisia,Gabon,Pharmaceuticals,Pharmaceutical prep…,"Sales, Marketing & S…",* $5.60m,* 34,New
10,Jan 2014,Vivendi (Vivendi U…,Libertis,France,Gabon,Communications,Wireless telecommu…,ICT & Internet Infras…,* $122.20m,* 100,New
11,Dec 2013,Arkeos,Arkeos,Morocco,Gabon,Business machines &…,Computer & peripher…,"Sales, Marketing & S…",* $11.10m,* 37,New
12,Jun 2013,Gunvor,Gunvor,Cyprus,Gabon,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
13,May 2013,Carrefour,Carrefour,France,Gabon,Food and Beverages,Food & beverage ret…,Retail,* $12.70m,* 107,New
14,May 2013,Toyota Motor,CFAO Group,Japan,Gabon,Food and Beverages,Food & beverage ret…,Retail,* $12.70m,* 107,New
15,Feb 2013,Groupe Lacroix (L…,Lacroix Signalisati…,France,Gabon,Metals,Other fabricated met…,"Sales, Marketing & S…",* $1.90m,* 8,New
