ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Oct 2010,Arab Bank,Arab Bank,Jordan,Egypt,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
2,Oct 2010,Azadea Group,Azadea Group,Lebanon,Egypt,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
3,Oct 2010,BLOM Bank,BLOM Bank,Lebanon,Egypt,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
4,Oct 2010,Central Bank of Li…,Arab Banking Egypt,Libya,Egypt,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
5,Oct 2010,Central Bank of Li…,Arab Banking Egypt,Libya,Egypt,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
6,Oct 2010,Central Bank of Li…,Arab Banking Egypt,Libya,Egypt,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
7,Oct 2010,Georgia State Uni…,J Mack Robinson …,United States,Egypt,Business services,"Schools, colleges, un…",Education & Training,* $14.60m,* 39,New
8,Oct 2010,SHV Holdings,Makro,Netherlands,Egypt,Food and Beverages,Wholesale Trade (Fo…,Retail,* $268.00m,* 177,New
9,Oct 2010,Toyota Motor,Toyota,Japan,Egypt,Automotive OEM,Light trucks & utility …,Manufacturing,* $51.70m,* 864,New
10,Sep 2010,Atos (Atos Origin),Atos (Atos Origin),France,Egypt,Software & IT services,Custom computer pr…,Business Services,* $13.80m,* 49,New
11,Sep 2010,GAIL (India),GAIL (India),India,Egypt,"Coal, oil & gas","Natural, liquefied an…","Sales, Marketing & S…",* $22.20m,* 54,New
12,Sep 2010,Nestle,Nestle,Switzerland,Egypt,Food and Beverages,Sugar & confectionar…,Headquarters,* $21.40m,* 92,New
13,Sep 2010,Quintiles,Quintiles,United States,Egypt,Pharmaceuticals,Pharmaceutical prep…,"Sales, Marketing & S…",* $4.20m,* 40,New
14,Sep 2010,Sureclean,Sureclean,United Kingdom,Egypt,Business services,Waste management …,Business Services,* $6.80m,* 15,New
15,Sep 2010,Sureclean,Sureclean,United Kingdom,Egypt,Business services,Waste management …,Business Services,* $6.80m,* 15,New
