ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2023,Scan Global Logist…,Scan Global Logist…,Denmark,Kenya,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 18,New
2,Jun 2023,Skanem,Skanem,Norway,Kenya,Plastics,Plastics packaging m…,Headquarters,* $21.00m,* 87,Expansion
3,Jun 2023,TotalEnergies (Tot…,TotalEnergies Mar…,France,Kenya,"Coal, oil & gas",Gasoline stations,Retail,* $29.00m,* 164,New
4,Jun 2023,Unilever,Unilever,United Kingdom,Kenya,Consumer products,"Cosmetics, perfume,…","Logistics, Distributio…",$3.56m,* 17,New
5,Jun 2023,UOL Group Limited,Pan Pacific Hotels …,Singapore,Kenya,Hotels & tourism,Accommodation,Construction,* $98.00m,* 202,New
6,Jun 2023,Zhende Medical,Zhende Medical,China,Kenya,Medical devices,Medical equipment &…,Manufacturing,$60.00m,700,New
7,May 2023,Bolt (Taxify),Bolt (Taxify),Estonia,Kenya,Transportation & Wa…,Support activities for…,"Sales, Marketing & S…",* $6.30m,* 18,New
8,May 2023,Frontieri,Frontieri,Ethiopia,Kenya,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 41,New
9,May 2023,GoGlobal,GoGlobal,Japan,Kenya,Business services,Employment services,Business Services,* $27.80m,* 41,New
10,May 2023,Grey Finance,Grey Finance,United States,Kenya,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 19,New
11,May 2023,Lancet Laboratories,Lancet Laboratories,South Africa,Kenya,Healthcare,Outpatient care cent…,Research & Develop…,* $10.60m,* 82,New
12,May 2023,Lancet Laboratories,Lancet Laboratories,South Africa,Kenya,Healthcare,Outpatient care cent…,Research & Develop…,* $10.60m,* 82,New
13,May 2023,Majid Al Futtaim G…,Majid Al Futtaim G…,UAE,Kenya,Food and Beverages,Food & beverage ret…,Retail,* $12.70m,* 171,New
14,May 2023,SEND,SEND,Nigeria,Kenya,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 18,New
15,May 2023,Swissport Internat…,Swissport Internat…,Switzerland,Kenya,Transportation & Wa…,Air transportation,"Logistics, Distributio…",* $167.70m,* 111,Expansion
