ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Dec 2005,Anglo American,Mondi Business Pa…,United Kingdom,South Africa,"Paper, printing & pac…","Pulp, paper, & paper…",Manufacturing,$175.00m,* 881,Expansion
2,Dec 2005,Diamond Fields In…,Diamond Fields In…,Canada,South Africa,Minerals,Other non-metallic …,Headquarters,* $30.80m,* 79,New
3,Dec 2005,Pioneer Natural R…,Pioneer Natural R…,United States,South Africa,"Coal, oil & gas",Oil & gas extraction,Extraction,* $96.50m,* 214,New
4,Dec 2005,Roehren und Pum…,Roehren und Pum…,Austria,South Africa,Industrial equipment,"Agriculture, construc…",Manufacturing,* $21.30m,* 401,New
5,Dec 2005,Tata Group,Tata Motors,India,South Africa,Automotive OEM,Heavy duty trucks,Education & Training,* $10.20m,* 39,New
6,Dec 2005,Terex,Terex Cranes,United States,South Africa,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 17,New
7,Nov 2005,Aljazeera (Al Jaze…,Al Jazeera Interna…,Qatar,South Africa,Communications,Radio & TV broadcas…,Business Services,* $0.40m,2,New
8,Nov 2005,Anglo American,Anglo American Pl…,United Kingdom,South Africa,Minerals,Other non-metallic …,Extraction,$43.00m,* 57,Expansion
9,Nov 2005,AP Moller - Maersk,SvitzerWijsmuller,Denmark,South Africa,Transportation & Wa…,Water transportation,"Sales, Marketing & S…",* $15.30m,* 10,New
10,Nov 2005,BPR,BPR,Canada,South Africa,Business services,"Architectural, engine…",Business Services,* $6.80m,* 15,New
11,Nov 2005,Cummins,Fleetguard Emissi…,United States,South Africa,Automotive compon…,Motor vehicle gasolin…,Manufacturing,$3.00m,50,New
12,Nov 2005,GlaxoSmithKline (…,GlaxoSmithKline (…,United Kingdom,South Africa,Pharmaceuticals,Pharmaceutical prep…,Manufacturing,$3.00m,* 33,New
13,Nov 2005,Lloyds Banking Gr…,Lloyds TSB Offshore,United Kingdom,South Africa,Financial services,Retail banking,Business Services,* $11.00m,* 21,New
14,Nov 2005,Tata Group,Tata Motors,India,South Africa,Automotive OEM,Light trucks & utility …,Manufacturing,* $116.30m,* 844,New
15,Nov 2005,Xstrata PLC,Xstrata-Merafe,Switzerland,South Africa,Metals,Nonferrous metal pr…,Manufacturing,$125.00m,"* 1,559",New
