ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Sep 2010,Morson Group,Morson Group,United Kingdom,South Africa,Business services,Employment services,Business Services,* $6.80m,* 15,New
2,Sep 2010,Saudi Basic Indus…,Saudi Basic Indus…,Saudi Arabia,South Africa,Plastics,"Urethane, foam prod…","Sales, Marketing & S…",* $2.00m,* 12,New
3,Sep 2010,SOITEC,Concentrix Solar,France,South Africa,Renewable energy,Solar electric power,Electricity,* $186.20m,* 41,New
4,Sep 2010,SOITEC,Concentrix Solar,France,South Africa,Renewable energy,Solar electric power,Electricity,* $186.20m,* 41,New
5,Aug 2010,Beckhoff,Beckhoff Automati…,Germany,South Africa,Electronic components,All other electrical e…,"Sales, Marketing & S…",* $5.80m,* 9,New
6,Aug 2010,Healthy Coffee Int…,Healthy Coffee Int…,United States,South Africa,Food and Beverages,Coffee & tea,"Sales, Marketing & S…",* $6.70m,* 21,New
7,Aug 2010,Interpublic Group …,McCann Worldgroup,United States,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $6.80m,* 15,New
8,Aug 2010,Nalco Water,Nalco Water,United States,South Africa,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.30m,27,New
9,Aug 2010,The Economist Gr…,The Economist Gr…,United Kingdom,South Africa,Business services,"Newspaper, periodic…",Business Services,* $0.50m,3,New
10,Aug 2010,Wind Prospect,Wind Prospect,United Kingdom,South Africa,Renewable energy,Wind electric power,"Sales, Marketing & S…",$2.06m,18,New
11,Aug 2010,WYG Engineering,WYG Engineering,United Kingdom,South Africa,Business services,Heavy & civil engine…,Business Services,* $6.80m,* 15,New
12,Aug 2010,Xstrata PLC,Xstrata-Merafe,Switzerland,South Africa,Metals,Nonferrous metal pr…,Manufacturing,$136.80m,"* 1,706",Co-Location
13,Aug 2010,Youngsan Handel,Youngsan Handel,Austria,South Africa,Automotive compon…,Other motor vehicle …,"Sales, Marketing & S…",* $1.80m,* 18,New
14,Jul 2010,Amazon.com,Amazon.com,United States,South Africa,Consumer products,General merchandis…,Customer Contact C…,* $30.40m,600,New
15,Jul 2010,Antonov ASTC,Antonov ASTC,Ukraine,South Africa,Aerospace,Aircraft,Maintenance & Servi…,* $18.10m,* 142,New
