ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2020,Orange (France Te…,Orange (France Te…,France,Guinea,Communications,Wired telecommunic…,ICT & Internet Infras…,* $122.20m,* 100,New
2,Oct 2020,CleanPower Gener…,CleanPower Gener…,Germany,Guinea,Renewable energy,Solar electric power,Electricity,* $206.10m,* 57,New
3,Oct 2020,CleanPower Gener…,CleanPower Gener…,Germany,Guinea,Renewable energy,Solar electric power,Electricity,* $206.10m,* 57,New
4,Jun 2020,Winning Internati…,Winning Internati…,Singapore,Guinea,Metals,Iron ore mining,Extraction,$14.00bn,"* 3,000",New
5,Mar 2020,Groupe NSIA (No…,Groupe NSIA (No…,Côte d'Ivoire,Guinea,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
6,Feb 2020,Groupe Supdeco …,Groupe Supdeco …,Senegal,Guinea,Business services,"Schools, colleges, un…",Education & Training,* $9.40m,* 46,New
7,Feb 2020,Ocean Management,Nord Gold (Nordg…,Cyprus,Guinea,Metals,Gold ore & silver ore…,Education & Training,$0.80m,* 3,New
8,Dec 2019,Brahms Group,Brahms Oil Refine…,Switzerland,Guinea,"Coal, oil & gas",Petroleum refineries,Manufacturing,* $1.41bn,* 213,New
9,Dec 2019,Filatex,Filatex,Madagascar,Guinea,Renewable energy,Solar electric power,Electricity,* $17.50m,* 5,New
10,Oct 2019,International Wor…,International Wor…,Switzerland,Guinea,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
11,Sep 2019,Webb Fontaine,Webb Fontaine,UAE,Guinea,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 162,New
12,Aug 2019,Lufthansa,time:matters,Germany,Guinea,Transportation & Wa…,Air transportation,"Logistics, Distributio…",* $167.70m,* 111,New
13,Jul 2019,African Developm…,African Developm…,Côte d'Ivoire,Guinea,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
14,Apr 2019,Der Mond Group,Der Mond Oil and …,UAE,Guinea,Business services,"Technical, trade & ot…",Business Services,* $27.80m,* 38,New
15,Feb 2019,Banque Misr,Banque Misr,Egypt,Guinea,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
