ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Oct 2024,ARDEVUR,ARDEVUR,Malta,Morocco,Metals,Other (Metals),"Sales, Marketing & S…",* $1.90m,* 8,New
2,Oct 2024,AstraZeneca,AstraZeneca,United Kingdom,Morocco,Pharmaceuticals,Pharmaceutical prep…,"Sales, Marketing & S…",* $5.60m,* 34,New
3,Oct 2024,Embraer (Embraer…,Embraer (Embraer…,Brazil,Morocco,Aerospace,Aircraft,Maintenance & Servi…,* $31.10m,* 147,New
4,Oct 2024,Hankook & Compa…,Hankook & Compa…,South Korea,Morocco,Rubber,Tyres,"Sales, Marketing & S…",* $2.70m,* 19,New
5,Oct 2024,International Wor…,International Wor…,Switzerland,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
6,Oct 2024,Istituto Ganassini …,Dermofarm,Italy,Morocco,Consumer products,"Cosmetics, perfume,…","Sales, Marketing & S…",* $3.20m,* 37,New
7,Oct 2024,Nokia,Nokia,Finland,Morocco,Communications,Wireless telecommu…,Research & Develop…,* $6.60m,* 84,New
8,Oct 2024,Safran Group,Safran Aircraft En…,France,Morocco,Aerospace,"Aircraft engines, oth…",Maintenance & Servi…,* $127.40m,600,New
9,Oct 2024,Slimstock,Slimstock,Netherlands,Morocco,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
10,Oct 2024,US21,US21,United States,Morocco,Space & defence,Other (Space & defe…,Business Services,* $1.70m,* 14,New
11,Oct 2024,Veolia Environne…,Veolia Environne…,France,Morocco,Business services,"Water, sewage & oth…",Recycling,* $150.80m,* 42,New
12,Oct 2024,Yuma,Yuma,France,Morocco,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 43,New
13,Oct 2024,ZIWO,ZIWO,UAE,Morocco,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
14,Sep 2024,Canion3D,Canion3D,United States,Morocco,Industrial equipment,Printing machinery &…,"Sales, Marketing & S…",* $2.90m,* 11,New
15,Sep 2024,Connecticlub,Connecticlub,Malta,Morocco,Business services,Business support ser…,Business Services,* $27.80m,* 43,New
