ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Mar 2022,AP Moller - Maersk,APM Terminals,Denmark,Nigeria,Transportation & Wa…,Warehousing & stora…,"Sales, Marketing & S…",* $6.30m,* 18,Expansion
2,Mar 2022,Churpy,Churpy,Kenya,Nigeria,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 14,New
3,Feb 2022,HydroCharting,HydroCharting,Denmark,Nigeria,Industrial equipment,Measuring & control …,"Sales, Marketing & S…",* $2.90m,* 11,New
4,Feb 2022,IDP Education,IDP Education,Australia,Nigeria,Business services,Educational support …,Business Services,* $27.80m,* 8,New
5,Feb 2022,Maser,Maser,India,Nigeria,Consumer electronics,Audio & video equip…,Manufacturing,$20.00m,* 345,New
6,Feb 2022,National Basketba…,NBA Africa,United States,Nigeria,Leisure & entertainm…,"Performing arts, spe…","Sales, Marketing & S…",* $1.80m,* 29,New
7,Feb 2022,Pay4Me App,Pay4Me App,United States,Nigeria,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 14,New
8,Feb 2022,Standard Bank Gr…,Stanbic IBTC Bank,South Africa,Nigeria,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
9,Jan 2022,Acronis,Acronis,Switzerland,Nigeria,Software & IT services,"Software publishers,…",ICT & Internet Infras…,* $243.50m,* 81,New
10,Jan 2022,Danone,Fan Milk,France,Nigeria,Food and Beverages,Dairy products,Manufacturing,$9.00m,* 34,Expansion
11,Jan 2022,Kuehne + Nagel I…,Kuehne + Nagel I…,Switzerland,Nigeria,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 18,New
12,Dec 2021,B Group,Mouka,Morocco,Nigeria,Consumer products,Furniture & related p…,Retail,* $10.90m,* 170,New
13,Dec 2021,Seed Educational …,Seed Educational …,United Kingdom,Nigeria,Business services,Educational support …,Business Services,* $27.80m,* 8,New
14,Dec 2021,West Indian Ocea…,Open Access Data…,Mauritius,Nigeria,Communications,Computing infrastruc…,ICT & Internet Infras…,$100.00m,* 15,New
15,Nov 2021,Amara Raja Group,Mangal Industries,India,Nigeria,Building materials,Cement & concrete p…,Manufacturing,$600.00m,* 1470,New
