ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2012,DuPont,DuPont,United States,Nigeria,Food and Beverages,Crop production,"Sales, Marketing & S…",* $4.50m,* 18,New
2,Jun 2012,Huawei Technologi…,Huawei Technologi…,China,Nigeria,Communications,Wired telecommunic…,Education & Training,* $11.10m,* 137,New
3,Jun 2012,Shoprite,Shoprite,South Africa,Nigeria,Food and Beverages,Food & beverage ret…,Retail,* $11.00m,* 200,New
4,May 2012,Allan Gray Asset …,Allan Gray Asset …,South Africa,Nigeria,Financial services,Investment manage…,Business Services,* $9.60m,* 27,New
5,May 2012,Bharti Group,Airtel Nigeria,India,Nigeria,Communications,Wireless telecommu…,ICT & Internet Infras…,* $443.10m,* 100,New
6,May 2012,Daiichi Sankyo Co…,Ranbaxy Laborato…,Japan,Nigeria,Pharmaceuticals,Pharmaceutical prep…,Manufacturing,* $31.10m,* 376,New
7,May 2012,Learning Curve,Learning Curve,South Africa,Nigeria,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 16,New
8,May 2012,MicroCred,MicroCred Nigeria,France,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
9,May 2012,Nestor Pharmaceu…,Nestor Pharmaceu…,India,Nigeria,Pharmaceuticals,Medicinal & botanical,Manufacturing,* $54.20m,350,New
10,Apr 2012,BlackBerry (Resea…,BlackBerry (Resea…,Canada,Nigeria,Communications,Communications equ…,Retail,* $6.40m,* 51,New
11,Apr 2012,Ermenegildo Zegna,Ermenegildo Zegna,Italy,Nigeria,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
12,Apr 2012,Mitsubishi,Mitsubishi,Japan,Nigeria,Chemicals,"Pesticide, fertilisers …",Manufacturing,* $805.30m,"1,000",Co-Location
13,Apr 2012,Olam International,Olam Nigeria,Singapore,Nigeria,Food and Beverages,Grains & oilseed,Manufacturing,$20.00m,200,New
14,Apr 2012,Tanta Motors,Tanta Motors,Egypt,Nigeria,Industrial equipment,"Agriculture, construc…",Manufacturing,* $48.20m,* 401,New
15,Mar 2012,Brand Communica…,Brand Communica…,United Kingdom,Nigeria,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 8,New
