ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2009,Spectrum ASA,Spectrum-Geopex,Norway,Egypt,Software & IT services,"Software publishers,…",ICT & Internet Infras…,* $146.30m,* 85,Expansion
2,May 2009,Al-Futtaim Group,Al-Futtaim Carillion,UAE,Egypt,Real estate,Commercial & institu…,Construction,$340.00m,"* 2,431",New
3,May 2009,Bimba & Lola,Bimba & Lola,Spain,Egypt,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
4,May 2009,Dallah Al-Baraka …,Albaraka Banking …,Saudi Arabia,Egypt,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
5,May 2009,Damas Jewellery,Damas Jewellery,UAE,Egypt,Consumer products,Jewellery & silverware,Retail,* $36.90m,* 179,New
6,May 2009,Dana Petroleum plc,Dana Petroleum plc,United Kingdom,Egypt,"Coal, oil & gas",Oil & gas extraction,Extraction,$130.00m,* 54,New
7,May 2009,IJS Global,IJS Global,United States,Egypt,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $15.30m,* 10,New
8,May 2009,Polskie Gornictwo …,Polskie Gornictwo …,Poland,Egypt,"Coal, oil & gas",Oil & gas extraction,Extraction,$48.00m,* 20,New
9,May 2009,Rasmala Investme…,Delta Rasmala,UAE,Egypt,Financial services,Corporate & investm…,Headquarters,* $45.10m,* 91,Expansion
10,May 2009,Samsung Group,Samsung Electron…,South Korea,Egypt,Communications,Communications equ…,Maintenance & Servi…,* $8.40m,* 82,New
11,May 2009,SF Marina System,SF Marina System,Sweden,Egypt,Building materials,Cement & concrete p…,Manufacturing,* $159.80m,* 342,New
12,May 2009,Stream Global Ser…,Stream Global Ser…,United States,Egypt,Business services,Business support ser…,Customer Contact C…,* $4.50m,* 335,New
13,May 2009,Turkiye Is Bankasi…,Turkiye Is Bankasi…,Turkey,Egypt,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
14,Apr 2009,Collaboration Man…,Collaboration Man…,UAE,Egypt,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 16,New
15,Apr 2009,Mashreqbank,Mashreqbank,UAE,Egypt,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
