ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Mar 2017,Intersport,Intersport,Switzerland,Egypt,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
2,Mar 2017,Majid Al Futtaim G…,Majid Al Futtaim G…,UAE,Egypt,Consumer products,General merchandis…,Retail,* $10.90m,* 170,New
3,Mar 2017,Majid Al Futtaim G…,Majid Al Futtaim G…,UAE,Egypt,Leisure & entertainm…,Other amusement & …,Construction,* $179.10m,* 429,New
4,Mar 2017,Maus Freres,Gant,Switzerland,Egypt,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
5,Mar 2017,Nike,Converse,United States,Egypt,Textiles,Footwear,Retail,* $4.40m,* 50,New
6,Mar 2017,Orange (France Te…,Orange Egypt (Mo…,France,Egypt,Communications,Communications equ…,Retail,* $6.30m,* 31,New
7,Mar 2017,Patchi,Patchi,Lebanon,Egypt,Food and Beverages,Sugar & confectionar…,Retail,* $92.80m,* 107,New
8,Mar 2017,Samsonite,Samsonite,United States,Egypt,Textiles,Apparel accessories …,Retail,* $4.40m,* 50,New
9,Mar 2017,Skechers,Skechers,United States,Egypt,Textiles,Footwear,Retail,* $4.40m,* 50,New
10,Mar 2017,Union National Ba…,Union National Ba…,UAE,Egypt,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
11,Mar 2017,Yves Rocher,Yves Rocher,France,Egypt,Consumer products,"Cosmetics, perfume,…",Retail,* $10.90m,* 170,New
12,Feb 2017,Chint Group,Chint Group,China,Egypt,Electronic components,Electrical equipment,Manufacturing,* $86.00m,* 326,New
13,Feb 2017,Maaden Internatio…,Maaden Internatio…,Saudi Arabia,Egypt,Business services,"Architectural, engine…",Headquarters,* $10.50m,* 995,New
14,Feb 2017,Meinhardt,Meinhardt,Singapore,Egypt,Business services,Heavy & civil engine…,Business Services,* $9.80m,65,Expansion
15,Feb 2017,Spinneys,Spinneys Egypt,Lebanon,Egypt,Food and Beverages,Food & beverage ret…,Retail,* $92.80m,* 107,New
