ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2022,ComAp Group,ComAp Group,Czech Republic,South Africa,Electronic components,Electrical equipment,"Sales, Marketing & S…",* $1.80m,* 13,New
2,Jun 2022,CostCertified,CostCertified,Canada,South Africa,Software & IT services,"Software publishers,…",Headquarters,* $4.90m,30,New
3,Jun 2022,Deutsche Post,DHL Express,Germany,South Africa,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",$31.67m,"* 1,294",New
4,Jun 2022,dotDigital,dotDigital,United Kingdom,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $4.00m,* 20,Expansion
5,Jun 2022,Econet Global,Africa Data Centres,Mauritius,South Africa,Communications,Computing infrastruc…,ICT & Internet Infras…,* $90.30m,* 100,New
6,Jun 2022,GoMyCode,GoMyCode,Tunisia,South Africa,Business services,"Business schools, co…",Education & Training,* $9.40m,* 46,New
7,Jun 2022,Hyve Group (ITE …,Hyve Group (ITE …,United Kingdom,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 17,New
8,Jun 2022,iCare24 Group,iCare24 Group,United Kingdom,South Africa,Business services,Employment services,Business Services,* $27.80m,* 17,New
9,Jun 2022,International Wor…,International Wor…,Switzerland,South Africa,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
10,Jun 2022,International Wor…,International Wor…,Switzerland,South Africa,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
11,Jun 2022,Jua,Jua,Switzerland,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
12,Jun 2022,Le Wagon,Le Wagon,France,South Africa,Business services,"Business schools, co…",Education & Training,* $9.40m,* 46,New
13,Jun 2022,Macromill,MetrixLab,Japan,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
14,Jun 2022,Matec Industries,Matec Industries,Italy,South Africa,Industrial equipment,"Agriculture, construc…","Logistics, Distributio…",* $15.90m,* 50,New
15,Jun 2022,McCain Foods,McCain Foods,Canada,South Africa,Food and Beverages,Fruits & vegetables …,Manufacturing,* $36.00m,* 100,New
