ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2021,FrieslandCampina,FrieslandCampina …,Netherlands,Nigeria,Food and Beverages,Dairy products,Manufacturing,* $56.40m,* 288,New
2,Oct 2021,Haussmann Group,Haussmann Group,France,Nigeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
3,Oct 2021,Haussmann Group,Haussmann Group,France,Nigeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
4,Oct 2021,Haussmann Group,Haussmann Group,France,Nigeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
5,Oct 2021,Haussmann Group,Haussmann Group,France,Nigeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
6,Oct 2021,Periculum,Periculum,Canada,Nigeria,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $0.80m,4,Expansion
7,Sep 2021,International Wor…,IWG Regus Nigeria,Switzerland,Nigeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
8,Sep 2021,The Latitude Group,RIF Trust,United Kingdom,Nigeria,Business services,Other support services,Business Services,* $27.80m,* 8,New
9,Sep 2021,Transsion Holding…,Transsion Holding…,China,Nigeria,Communications,Communications equ…,Retail,* $6.30m,* 31,New
10,Aug 2021,Agilitee,Agilitee,South Africa,Nigeria,Automotive OEM,Automobiles,Headquarters,* $63.70m,* 187,New
11,Aug 2021,Doculand Print & …,Doculand Nigeria,Lebanon,Nigeria,"Paper, printing & pac…",Printing & related ac…,"Sales, Marketing & S…",* $2.10m,* 10,New
12,Aug 2021,Doculand Print & …,Doculand Nigeria,Lebanon,Nigeria,"Paper, printing & pac…",Printing & related ac…,"Sales, Marketing & S…",* $2.10m,* 10,New
13,Aug 2021,Groupe Baobab,Baobab Nigeria,France,Nigeria,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
14,Aug 2021,Twitter,Twitter,United States,Nigeria,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.20m,* 14,New
15,Jul 2021,Habita Internation…,Habita Internation…,Finland,Nigeria,Real estate,Real estate services,Business Services,* $1.90m,* 8,New
