ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Sep 2014,Exlservice,Exlservice,United States,South Africa,Business services,Business support ser…,Customer Contact C…,* $0.50m,60,New
2,Sep 2014,Exosun,Exosun,France,South Africa,Electronic components,All other electrical e…,"Sales, Marketing & S…",* $1.80m,* 13,New
3,Sep 2014,Flexenclosure,Flexenclosure,Sweden,South Africa,Communications,Communications equ…,"Sales, Marketing & S…",* $4.70m,* 62,New
4,Sep 2014,Hesteel Group (H…,Hesteel Group (H…,China,South Africa,Metals,Steel products,Manufacturing,* $65.30m,* 197,New
5,Sep 2014,HVS Global Hospit…,HVS Global Hospit…,United States,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
6,Sep 2014,Milliman,Milliman,United States,South Africa,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
7,Sep 2014,Nestle,Nestle South Africa,Switzerland,South Africa,Food and Beverages,Coffee & tea,Manufacturing,$84.25m,20,Expansion
8,Sep 2014,SimpliVity,SimpliVity,United States,South Africa,Communications,Computing infrastruc…,"Sales, Marketing & S…",* $4.70m,* 62,New
9,Aug 2014,Allen & Overy,Allen & Overy,United Kingdom,South Africa,Business services,Legal services,Business Services,* $6.00m,40,New
10,Aug 2014,Aryaka,Aryaka,United States,South Africa,Communications,Computing infrastruc…,ICT & Internet Infras…,* $90.30m,* 100,New
11,Aug 2014,Asia Offshore Group,Asia Offshore Group,Singapore,South Africa,Industrial equipment,"Agriculture, construc…","Sales, Marketing & S…",* $2.90m,* 11,New
12,Aug 2014,EISER Infrastruct…,EISER Infrastruct…,United Kingdom,South Africa,Financial services,Corporate & investm…,Business Services,* $9.60m,* 31,New
13,Aug 2014,JinkoSolar,JinkoSolar,China,South Africa,Electronic components,All other electrical e…,Manufacturing,$7.52m,* 66,New
14,Aug 2014,Nuffic,Nuffic,Netherlands,South Africa,Business services,Educational support …,Business Services,* $27.80m,* 17,New
15,Aug 2014,SACMI Group,SACMI Group,Italy,South Africa,Industrial equipment,All other industrial m…,Headquarters,$1.18m,5,New
