ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Dec 2008,Marina d'Or Group,Marina d'Or,Spain,Morocco,Real estate,Real estate services,"Sales, Marketing & S…",* $28.30m,* 18,New
2,Dec 2008,Mondragon Corpor…,Mondragon Corpor…,Spain,Morocco,Real estate,Industrial building co…,Construction,* $411.00m,* 875,New
3,Nov 2008,Abu Dhabi Invest…,Abu Dhabi Invest…,UAE,Morocco,Real estate,Real estate services,Construction,$400.00m,"* 2,860",New
4,Nov 2008,Genpact (GECIS),Genpact (GECIS),United States,Morocco,Business services,Business support ser…,Customer Contact C…,* $10.00m,* 267,New
5,Nov 2008,Grupo Balms,Balms Group Inter…,Spain,Morocco,Business services,Legal services,Business Services,* $6.80m,40,New
6,Nov 2008,Liberty Commoditi…,Liberty Commoditi…,United Kingdom,Morocco,Metals,Steel products,Manufacturing,* $65.00m,* 148,New
7,Nov 2008,Viveros Soroa,Viveros Soroa,Spain,Morocco,Food and Beverages,Crop production,Headquarters,$1.95m,33,New
8,Oct 2008,CMA CGM,CMA CGM,France,Morocco,Transportation & Wa…,Warehousing & stora…,"Logistics, Distributio…",* $197.10m,* 122,New
9,Oct 2008,Mixta Africa,Mixta Africa,Spain,Morocco,Real estate,Residential building …,Construction,* $411.00m,* 875,New
10,Oct 2008,Quantum Fuel Sys…,Asola Advanced a…,United States,Morocco,Electronic components,All other electrical e…,Manufacturing,* $13.70m,* 259,New
11,Oct 2008,Radisson Hospitali…,Radisson Hospitali…,Belgium,Morocco,Hotels & tourism,Accommodation,Construction,* $131.20m,* 219,New
12,Oct 2008,Roland Berger Str…,Roland Berger Str…,Germany,Morocco,Business services,Management consult…,Business Services,* $6.80m,40,New
13,Oct 2008,Sorouh Real Estate,Sorouh Real Estate,UAE,Morocco,Hotels & tourism,Accommodation,Construction,* $131.20m,* 219,New
14,Sep 2008,ACCES INDUSTRIE,ACCES INDUSTRIE,France,Morocco,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 17,New
15,Sep 2008,Adetel Group,Adetel Group,France,Morocco,Electronic components,Electrical equipment,Manufacturing,* $13.70m,* 259,New
