ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jan 2018,Anhui Foreign Eco…,Anhui Foreign Eco…,China,Malawi,Real estate,Commercial & institu…,Construction,* $704.50m,* 578,New
2,Jan 2018,Ethiopian Airlines,Ethiopian Airlines,Ethiopia,Malawi,Transportation & Wa…,Air transportation,"Logistics, Distributio…",* $167.70m,* 111,New
3,Mar 2017,Bharti Group,Airtel Malawi,India,Malawi,Communications,Communications equ…,Retail,* $6.30m,* 31,New
4,Feb 2017,Bharti Group,Airtel Malawi,India,Malawi,Communications,Communications equ…,Retail,* $6.30m,* 31,New
5,Feb 2016,Bharti Group,Airtel Malawi,India,Malawi,Communications,Communications equ…,Retail,* $6.30m,* 31,New
6,Apr 2015,Equity Bank,Equity Bank,Kenya,Malawi,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
7,Sep 2014,Radio 247 Malawi,Radio 247 Malawi,United Kingdom,Malawi,Communications,Radio & TV broadcas…,"Sales, Marketing & S…",* $4.70m,* 62,New
8,Jun 2014,Ecobank Transnati…,Ecobank Malawi,Togo,Malawi,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
9,Mar 2014,CIC Insurance,CIC Insurance,Kenya,Malawi,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
10,Dec 2013,Bharti Group,Airtel Malawi,India,Malawi,Communications,Wireless telecommu…,ICT & Internet Infras…,$1.00m,* -,New
11,Mar 2013,Intra Energy (Ato…,Intra Energy (Ato…,Australia,Malawi,"Coal, oil & gas",Fossil fuel electric po…,Electricity,* $679.20m,* 101,New
12,Nov 2012,ConvergeNet,Simat Group,South Africa,Malawi,Business services,Other support services,Business Services,* $27.80m,* 38,New
13,Aug 2012,DVK Group,DVK Group,United Kingdom,Malawi,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
14,Jul 2012,Bakhresa,Pan African Invest…,Tanzania,Malawi,Consumer products,"Cosmetics, perfume,…",Manufacturing,$1.20m,35,New
15,Jul 2012,ClinTec Internatio…,ClinTec Internatio…,United Kingdom,Malawi,Pharmaceuticals,Pharmaceutical prep…,"Sales, Marketing & S…",* $5.60m,* 34,New
