ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Oct 2016,Shandong Weiqiao…,Shandong Weiqiao…,China,Guinea,Transportation & Wa…,Water transportation,"Logistics, Distributio…",* $167.70m,* 111,Expansion
2,Aug 2016,Orange (France Te…,Orange Guinea,France,Guinea,Communications,Wireless telecommu…,Retail,* $6.30m,* 31,New
3,Nov 2015,PCCI UK,PCCI Group,United Kingdom,Guinea,Business services,Business support ser…,Customer Contact C…,* $10.00m,* 514,New
4,May 2015,Alcoa,Compagnie des B…,United States,Guinea,Metals,Other metal ore mini…,Extraction,$1.00bn,"* 1,492",Expansion
5,May 2015,Shandong Weiqiao…,Shandong Weiqiao…,China,Guinea,Transportation & Wa…,Water transportation,"Logistics, Distributio…",* $167.70m,* 111,New
6,Dec 2014,MTN Group,MTN Guinea,South Africa,Guinea,Communications,Wireless telecommu…,Retail,* $6.30m,* 31,New
7,Aug 2014,Winning Internati…,Winning Internati…,Singapore,Guinea,Metals,Other metal ore mini…,Extraction,$200.00m,* 298,New
8,Nov 2013,Mubadala Develop…,Guinea Alumina,UAE,Guinea,Metals,Alumina & aluminiu…,Manufacturing,* $147.40m,* 443,New
9,Nov 2013,Mubadala Develop…,Guinea Alumina,UAE,Guinea,Metals,Alumina & aluminiu…,Extraction,* $1.43bn,* 717,New
10,Sep 2013,The Emirates Group,Emirates Airline,UAE,Guinea,Transportation & Wa…,Air transportation,"Sales, Marketing & S…",* $6.30m,* 18,New
11,Mar 2013,New Leaf Africa,New Leaf Africa,United States,Guinea,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 38,New
12,Jan 2013,The World Bank G…,International Fina…,United States,Guinea,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
13,May 2012,Herbert Smith Fre…,Herbert Smith Fre…,United Kingdom,Guinea,Business services,Legal services,Business Services,* $27.80m,* 38,New
14,Apr 2012,Simba Energy,Simba Energy,Canada,Guinea,"Coal, oil & gas",Oil & gas extraction,"Sales, Marketing & S…",* $7.80m,* 30,New
15,Oct 2011,Coris Bank Intern…,Coris Bank Intern…,Burkina Faso,Guinea,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
