ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2022,Azadea Group,Azadea Group,Lebanon,Egypt,Consumer products,"Sporting goods, hob…",Retail,* $10.90m,* 170,New
2,Jul 2022,Basram Fashion,Basram Fashion,Canada,Egypt,Textiles,Clothing & clothing a…,"Sales, Marketing & S…",* $1.40m,* 13,New
3,Jul 2022,Central Bank of Li…,Arab Financial Ser…,Libya,Egypt,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 44,New
4,Jul 2022,Finstek,Finstek,United Kingdom,Egypt,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 275,New
5,Jul 2022,ReNew Power Ven…,ReNew Power Ven…,India,Egypt,Renewable energy,Other electric power …,Manufacturing,$8.00bn,"* 3,000",New
6,Jul 2022,Sutherland Global…,Sutherland Global…,United States,Egypt,Business services,Business support ser…,Business Services,* $27.80m,* 37,New
7,Jul 2022,TTE Gulf Manage…,TTE Gulf Manage…,UAE,Egypt,Business services,Business support ser…,Business Services,* $27.80m,* 37,New
8,Jun 2022,ACWA Power,ACWA Power,Saudi Arabia,Egypt,Renewable energy,Wind electric power,Electricity,$1.50bn,* 465,New
9,Jun 2022,Alfanar,Alfanar,Saudi Arabia,Egypt,Engines & turbines,Engines & Turbines,Manufacturing,* $55.90m,* 215,New
10,Jun 2022,Azadea Group,Azadea Group,Lebanon,Egypt,Consumer products,"Cosmetics, perfume,…",Retail,* $10.90m,* 170,New
11,Jun 2022,Azelis,Azelis,Belgium,Egypt,Chemicals,"Paints, coatings, add…",Research & Develop…,* $14.00m,* 49,New
12,Jun 2022,Consort,Consort,United Kingdom,Egypt,Metals,Hardware,"Sales, Marketing & S…",* $1.90m,* 8,New
13,Jun 2022,Engie (GDF SUEZ)…,National Central C…,France,Egypt,Industrial equipment,"Ventilation, heating, …","Sales, Marketing & S…",* $2.90m,* 11,New
14,Jun 2022,Fawaz Alhokair Gr…,Fawaz Alhokair Gr…,Saudi Arabia,Egypt,Renewable energy,Other electric power …,Electricity,* $443.00m,* 57,New
15,Jun 2022,Fawaz Alhokair Gr…,FAS Real Estate,Saudi Arabia,Egypt,Real estate,Residential building …,Construction,* $240.00m,* 359,New
