ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2016,Dupre Investments,Logistics Plus,United States,Kenya,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $167.70m,* 111,New
2,Nov 2016,Dupre Investments,Logistics Plus,United States,Kenya,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $167.70m,* 111,New
3,Nov 2016,Powerspot,Powerspot,Spain,Kenya,Industrial equipment,Mechanical power tr…,"Sales, Marketing & S…",* $2.90m,* 11,New
4,Oct 2016,GreenWish Partners,GreenWish Partners,France,Kenya,Renewable energy,Solar electric power,"Sales, Marketing & S…",* $22.90m,* 25,New
5,Oct 2016,Kohler,Kohler,United States,Kenya,Consumer products,Furniture & related p…,Retail,* $10.90m,* 170,New
6,Oct 2016,Nippon Yusen Kab…,Nippon Yusen Kab…,Japan,Kenya,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 18,New
7,Sep 2016,Hikvision Digital T…,Hikvision Digital T…,China,Kenya,Electronic components,Audio & video equip…,"Sales, Marketing & S…",* $1.80m,* 13,New
8,Sep 2016,IHRC,IHRC,United States,Kenya,Business services,Management consult…,Business Services,* $27.80m,* 41,New
9,Aug 2016,BP (British Petrole…,Castrol,United Kingdom,Kenya,"Coal, oil & gas",Other petroleum & c…,Manufacturing,$12.50m,* 2,New
10,Aug 2016,Columbia Pacific …,Columbia Asia,United States,Kenya,Healthcare,Outpatient care cent…,Business Services,* $2.70m,* 39,New
11,Aug 2016,Fieldstone Private …,Fieldstone Africa,United States,Kenya,Financial services,Corporate & investm…,Headquarters,* $44.20m,* 93,New
12,Aug 2016,Fujian Constructio…,China Wu Yi,China,Kenya,Metals,Iron & steel mills & f…,Manufacturing,* $147.40m,* 443,New
13,Aug 2016,Fujian Constructio…,China Wu Yi,China,Kenya,Building materials,Cement & concrete p…,Manufacturing,$98.65m,* 242,New
14,Aug 2016,Takeda Pharmace…,Takeda Pharmace…,Japan,Kenya,Pharmaceuticals,Pharmaceutical prep…,"Sales, Marketing & S…",* $5.60m,* 34,New
15,Jul 2016,Barclays Bank,Barclays Bank of …,United Kingdom,Kenya,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
