ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Dec 2015,Kenya Women Mic…,Kenya Women Mic…,Kenya,Rwanda,Financial services,Retail banking,Business Services,* $9.60m,* 18,New
2,Dec 2015,Lancet Laboratories,Lancet Laboratories,South Africa,Rwanda,Healthcare,Outpatient care cent…,Research & Develop…,* $10.60m,* 82,New
3,Nov 2015,Dubai Aviation (Fl…,Dubai Aviation (Fl…,UAE,Rwanda,Transportation & Wa…,Air transportation,"Sales, Marketing & S…",* $6.30m,* 18,New
4,Nov 2015,Ruparelia Group,Crane Bank,Uganda,Rwanda,Financial services,Retail banking,Headquarters,* $44.20m,* 93,New
5,Sep 2015,Jumo.World,Jumo.World,South Africa,Rwanda,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
6,Apr 2015,East Africa Capital…,East Africa Capital…,Kenya,Rwanda,Communications,Computing infrastruc…,ICT & Internet Infras…,* $122.20m,* 100,New
7,Mar 2015,Lifecare,Lifecare,India,Rwanda,Healthcare,Outpatient care cent…,Research & Develop…,$2.00m,* 12,New
8,Mar 2015,The Open Universi…,The Open Universi…,Tanzania,Rwanda,Business services,"Schools, colleges, un…",Business Services,* $27.80m,* 38,New
9,Feb 2015,Bharti Group,Airtel Rwanda,India,Rwanda,Communications,Communications equ…,Retail,* $6.30m,* 31,New
10,Feb 2015,Taaleritehdas,Taaleritehdas,Finland,Rwanda,Real estate,Commercial & institu…,Construction,* $704.50m,* 578,New
11,Jan 2015,Arjun Bees Wax I…,Arjun Bees Wax I…,India,Rwanda,Consumer products,"Cosmetics, perfume,…",Manufacturing,$0.25m,* 5,New
12,Jan 2015,NMC Group,UAE Exchange Ce…,UAE,Rwanda,Financial services,Retail banking,Business Services,* $9.60m,* 18,New
13,Jan 2015,SteviaLife,SteviaLife,Canada,Rwanda,Food and Beverages,Sugar & confectionar…,Manufacturing,* $45.80m,* 263,New
14,Jan 2015,Uchumi Supermar…,Uchumi Supermar…,Kenya,Rwanda,Food and Beverages,Food & beverage ret…,Retail,* $12.70m,* 107,New
15,Dec 2014,Grant Thornton In…,Grant Thornton In…,United Kingdom,Rwanda,Business services,"Accounting, tax prep…",Business Services,* $27.80m,* 38,New
