ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Feb 2012,BGL Group,Fusion Outsourcing,United Kingdom,South Africa,Business services,Business support ser…,Customer Contact C…,* $12.10m,600,New
2,Feb 2012,Boston Consulting…,Boston Consulting…,United States,South Africa,Business services,Management consult…,Business Services,* $6.80m,* 15,New
3,Feb 2012,Delton,Logwin AG (Thiel …,Germany,South Africa,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $9.90m,* 31,Expansion
4,Feb 2012,Enza Zaden,Enza Zaden Seed …,Netherlands,South Africa,Food and Beverages,Crop production,Manufacturing,* $36.00m,* 100,New
5,Feb 2012,Fenchem Biotek,Fenchem Biotek,China,South Africa,Chemicals,"Paints, coatings, add…","Sales, Marketing & S…",* $2.80m,* 13,New
6,Feb 2012,FLSmidth,FLSmidth,Denmark,South Africa,Industrial equipment,"Agriculture, construc…",Manufacturing,* $21.30m,* 60,New
7,Feb 2012,Grupo Assa,Grupo Assa,Argentina,South Africa,Software & IT services,Custom computer pr…,Research & Develop…,* $15.30m,* 162,New
8,Feb 2012,Hydro Alternative …,Hydro Alternative …,United States,South Africa,Renewable energy,Marine electric power,Electricity,$20.00m,* 4,New
9,Feb 2012,Inditex,Zara,Spain,South Africa,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
10,Feb 2012,Jindal Organisatio…,Jindal Africa,India,South Africa,"Coal, oil & gas",Coal mining,Extraction,$50.00m,* 21,Expansion
11,Feb 2012,Jindal Organisatio…,JSW Energy,India,South Africa,"Coal, oil & gas",Fossil fuel electric po…,Electricity,* $558.00m,* 116,New
12,Feb 2012,Kids2,Kids2,United States,South Africa,Consumer products,"Dolls, toy, & games","Sales, Marketing & S…",* $4.40m,* 18,New
13,Feb 2012,Lanxess,Lanxess,Germany,South Africa,Chemicals,Basic chemicals,Manufacturing,$55.24m,10,Expansion
14,Feb 2012,Lonza,Lonza,Switzerland,South Africa,Pharmaceuticals,Medicinal & botanical,Manufacturing,$207.64m,"2,500",New
15,Feb 2012,Ramboll Environ (…,Ramboll Environ (…,United States,South Africa,Business services,Environmental consu…,Business Services,* $0.40m,2,New
