ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Dec 2019,Electricite de Fran…,BIOVEA Energie,France,Côte d Ivoire,Renewable energy,Biomass power,Electricity,$222.55m,* 69,New
2,Dec 2019,Filatex,Filatex,Madagascar,Côte d Ivoire,Renewable energy,Solar electric power,Electricity,* $17.50m,* 5,New
3,Dec 2019,Sunray Ventures,Daystar Power,UAE,Côte d Ivoire,Renewable energy,Solar electric power,"Sales, Marketing & S…",* $22.90m,* 25,New
4,Nov 2019,Attijariwafa Bank,La Société Ivoirie…,Morocco,Côte d Ivoire,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
5,Nov 2019,Attijariwafa Bank,La Société Ivoirie…,Morocco,Côte d Ivoire,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
6,Nov 2019,Attijariwafa Bank,La Société Ivoirie…,Morocco,Côte d Ivoire,Financial services,Retail banking,Business Services,* $9.60m,* 27,Co-Location
7,Nov 2019,Endeavour Mining,Endeavour Mining,Cayman Islands,Côte d Ivoire,Metals,Nonferrous metal pr…,Manufacturing,$12.50m,* 86,Expansion
8,Nov 2019,Kuoni,VFS Global,Switzerland,Côte d Ivoire,Business services,Other support services,Business Services,* $27.80m,* 38,New
9,Oct 2019,Guan Chong,Guan Chong,Malaysia,Côte d Ivoire,Food and Beverages,Sugar & confectionar…,Manufacturing,$65.77m,* 204,New
10,Oct 2019,Jumia,Jumia,Nigeria,Côte d Ivoire,Consumer products,General merchandis…,"Sales, Marketing & S…",* $3.20m,* 37,New
11,Oct 2019,Mondi Group,Mondi Group,United Kingdom,Côte d Ivoire,"Paper, printing & pac…","Pulp, paper, & paper…",Manufacturing,* $45.00m,* 171,Expansion
12,Sep 2019,Cargill,Cargill,United States,Côte d Ivoire,Food and Beverages,Sugar & confectionar…,Manufacturing,$100.00m,85,Expansion
13,Sep 2019,Harvey Law Group,Harvey Law Group,Canada,Côte d Ivoire,Business services,Legal services,Business Services,* $27.80m,* 38,New
14,Sep 2019,Holcim Group (Laf…,Holcim Group (Laf…,Switzerland,Côte d Ivoire,Building materials,Cement & concrete p…,"Logistics, Distributio…",* $18.60m,* 28,New
15,Sep 2019,Meker,Meker Africa,Lebanon,Côte d Ivoire,Consumer products,Furniture & related p…,Retail,* $10.90m,* 170,New
