ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Mar 2014,GZ Industries,GZ Industries,Nigeria,Kenya,Metals,Alumina & aluminiu…,Manufacturing,$100.00m,* 684,New
2,Mar 2014,Royal Philips Elect…,Royal Philips Elect…,Netherlands,Kenya,Consumer electronics,Other (Consumer ele…,Research & Develop…,* $26.40m,* 150,Co-Location
3,Mar 2014,RPG Enterprises,Zensar Technologi…,India,Kenya,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 162,New
4,Mar 2014,Standard Bank Gr…,CfC Stanbic Bank,South Africa,Kenya,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
5,Mar 2014,Stichting DOB Equ…,Stichting DOB Equ…,Netherlands,Kenya,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
6,Feb 2014,Hill International,Hill International,United States,Kenya,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 41,New
7,Feb 2014,Machine Point Con…,Machine Point Con…,Spain,Kenya,Industrial equipment,Plastics & rubber ind…,"Sales, Marketing & S…",* $2.90m,* 11,New
8,Feb 2014,Robert Bosch,Bosch,Germany,Kenya,Automotive compon…,Motor vehicle electri…,"Sales, Marketing & S…",* $1.80m,* 18,New
9,Feb 2014,Volkswagen,Scania,Germany,Kenya,Automotive OEM,Heavy duty trucks,"Sales, Marketing & S…",* $9.70m,* 26,New
10,Jan 2014,Bank M Tanzania (…,Bank M Tanzania (…,Tanzania,Kenya,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
11,Jan 2014,Barclays Bank,Barclays Bank of …,United Kingdom,Kenya,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
12,Jan 2014,Cummins,Cummins Cogener…,United States,Kenya,Renewable energy,Biomass power,Electricity,* $87.90m,* 57,New
13,Jan 2014,Cummins,Cummins Cogener…,United States,Kenya,Renewable energy,Biomass power,Electricity,$13.88m,* 4,New
14,Jan 2014,Cummins,Cummins Cogener…,United States,Kenya,Renewable energy,Biomass power,Electricity,* $87.90m,* 57,New
15,Jan 2014,Cummins,Cummins Cogener…,United States,Kenya,Renewable energy,Biomass power,Electricity,* $87.90m,* 57,New
