ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Dec 2018,SHV Holdings,Mammoet,Netherlands,Ghana,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 11,New
2,Dec 2018,Walmart,Massdiscounters (…,United States,Ghana,Consumer products,"Sporting goods, hob…",Retail,* $10.90m,* 170,New
3,Nov 2018,Newmont Mining,Newmont Mining,United States,Ghana,Metals,Other metal ore mini…,Extraction,$186.00m,* 277,Expansion
4,Nov 2018,Nissan,Nissan,Japan,Ghana,Automotive OEM,Automobiles,Manufacturing,* $94.80m,* 884,New
5,Oct 2018,M-TEchX Inc,M-TEchX Inc,Japan,Ghana,Plastics,Artificial & synthetic …,Manufacturing,* $25.20m,* 229,New
6,Oct 2018,Standard Chartere…,Standard Chartere…,United Kingdom,Ghana,Financial services,Retail banking,Headquarters,* $44.20m,* 93,New
7,Sep 2018,Diageo,Guinness Ghana,United Kingdom,Ghana,Food and Beverages,Breweries,Manufacturing,$10.55m,* 86,Expansion
8,Sep 2018,Inspur (Langchao),Inspur (Langchao),China,Ghana,Business machines &…,Computer & peripher…,Headquarters,* $28.90m,* 81,New
9,Sep 2018,MainOne,MDXi,Nigeria,Ghana,Communications,Computing infrastruc…,ICT & Internet Infras…,* $141.30m,* 100,New
10,Sep 2018,Sae-A Trading,Sae-A Trading,South Korea,Ghana,Wood products,Wood products,Manufacturing,* $56.90m,"* 2,573",New
11,Sep 2018,Sinotruk (China N…,Sinotruk (China N…,China,Ghana,Automotive OEM,Heavy duty trucks,Manufacturing,* $94.80m,* 884,New
12,Aug 2018,Kamaz,Kamaz,Russia,Ghana,Automotive OEM,Heavy duty trucks,Manufacturing,* $94.80m,* 884,New
13,Aug 2018,Kuoni,VFS Global,Switzerland,Ghana,Business services,Other support services,Business Services,* $27.80m,* 38,New
14,Aug 2018,Samir Group,Samir Group,Saudi Arabia,Ghana,Food and Beverages,Crop production,Manufacturing,* $31.10m,* 344,New
15,Aug 2018,Samir Group,Samir Group,Saudi Arabia,Ghana,Rubber,Other rubber products,Manufacturing,* $10.90m,70,New
