ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2015,SkyPower,SkyPower,Canada,Kenya,Electronic components,All other electrical e…,Manufacturing,* $31.20m,* 326,New
2,Jul 2015,SkyPower,SkyPower,Canada,Kenya,Renewable energy,Solar electric power,Electricity,* $87.90m,* 57,New
3,Jun 2015,Access Power MEA,Access Infra Africa,UAE,Kenya,Renewable energy,Solar electric power,Electricity,* $29.41m,* 9,New
4,Jun 2015,African Developm…,African Developm…,Côte d Ivoire,Kenya,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
5,Jun 2015,Investment Corpo…,SmartStream Tec…,UAE,Kenya,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 19,New
6,Jun 2015,Mahindra Group,Mahindra & Mahin…,India,Kenya,Automotive OEM,Light trucks & utility …,"Sales, Marketing & S…",* $9.70m,* 26,New
7,Jun 2015,SunGard,SunGard,United States,Kenya,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 19,New
8,Jun 2015,Transsion Holding…,Transsion Holding…,Hong Kong,Kenya,Business machines &…,Computer & peripher…,Manufacturing,* $71.50m,* 819,New
9,May 2015,Cloud Lending Sol…,Cloud Lending Sol…,United States,Kenya,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 19,New
10,May 2015,Dell EMC (EMC Co…,Vmware,United States,Kenya,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 19,New
11,May 2015,Networks Unlimited,Networks Unlimited,South Africa,Kenya,Communications,Other telecommunic…,"Sales, Marketing & S…",* $4.70m,* 62,New
12,Apr 2015,Aon,Aon,United Kingdom,Kenya,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
13,Apr 2015,Aon,Aon,United Kingdom,Kenya,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
14,Apr 2015,BinHendi Enterpri…,BinHendi Enterpri…,UAE,Kenya,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
15,Apr 2015,Huntsworth,Grayling,United Kingdom,Kenya,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 41,New
