ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2015,Anviz Global,Anviz Global,United States,South Africa,Communications,Communications equ…,"Sales, Marketing & S…",* $4.70m,* 62,New
2,Nov 2015,Anviz Global,Anviz Global,United States,South Africa,Communications,Communications equ…,"Sales, Marketing & S…",* $4.70m,* 62,New
3,Nov 2015,Bayerische Motore…,Bayerische Motore…,Germany,South Africa,Automotive OEM,Automobiles,Manufacturing,$209.95m,* 987,Expansion
4,Nov 2015,Cipla,Cipla Medpro,India,South Africa,Pharmaceuticals,Pharmaceutical prep…,"Logistics, Distributio…",$10.29m,* 46,New
5,Nov 2015,Delta Energy & Co…,Delta Energy & Co…,United States,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
6,Nov 2015,Econet Global,Liquid Intelligent …,Mauritius,South Africa,Communications,Wired telecommunic…,ICT & Internet Infras…,$17.50m,* 3,New
7,Nov 2015,Essar Group,Aegis Limited,India,South Africa,Business services,Business support ser…,Customer Contact C…,* $4.00m,500,New
8,Nov 2015,Exxon Mobil,Exxon Mobil,United States,South Africa,"Coal, oil & gas",Other petroleum & c…,"Sales, Marketing & S…",* $7.80m,* 30,New
9,Nov 2015,Hikvision Digital T…,Hikvision Digital T…,China,South Africa,Electronic components,Audio & video equip…,"Sales, Marketing & S…",* $1.80m,* 13,New
10,Nov 2015,Holster Fashion,Holster Fashion,Australia,South Africa,Textiles,Footwear,Retail,* $4.40m,* 50,New
11,Nov 2015,La Caixa,CaixaBank,Spain,South Africa,Financial services,Retail banking,Business Services,* $9.60m,* 31,New
12,Nov 2015,La Liga Nacional d…,La Liga Nacional d…,Spain,South Africa,Leisure & entertainm…,"Performing arts, spe…","Sales, Marketing & S…",* $1.80m,* 29,New
13,Nov 2015,Smartfrog,Smartfrog,Ireland,South Africa,Consumer electronics,Audio & video equip…,"Sales, Marketing & S…",* $3.40m,* 29,New
14,Oct 2015,Aviation Industry …,International Aero…,China,South Africa,Aerospace,Aircraft,Education & Training,* $31.80m,* 91,New
15,Oct 2015,Barclays Bank,Barclays Bank,United Kingdom,South Africa,Software & IT services,Other (Software & IT…,Business Services,* $5.90m,* 63,New
