ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2026,SalamAir,SalamAir,Oman,Rwanda,Transportation & Wa…,Air transportation,"Sales, Marketing & S…",* $6.30m,* 18,New
2,May 2026,Oman Telecommu…,Otech (Oman Dat…,Oman,Rwanda,Communications,Computing infrastruc…,ICT & Internet Infras…,* $122.20m,* 100,New
3,May 2026,Renewvia Energy,Renewvia Solar Af…,United States,Rwanda,Renewable energy,Solar electric power,Electricity,* $187.50m,* 58,Expansion
4,Apr 2026,Reinsurance Soluti…,Reinsurance Soluti…,Mauritius,Rwanda,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
5,Mar 2026,CPF Group,CPF Group,Kenya,Rwanda,Financial services,Investment manage…,Business Services,* $9.60m,* 18,New
6,Mar 2026,ITM Holding,ITM Africa,Democratic Repu…,Rwanda,Business services,Employment services,Business Services,* $27.80m,* 38,New
7,Dec 2025,Nawah Scientific,Nawah Scientific,Egypt,Rwanda,Pharmaceuticals,Pharmaceutical prep…,Research & Develop…,* $35.30m,* 73,New
8,Dec 2025,Trinity Metals,Trinity Metals,United States,Rwanda,Metals,Nonferrous metal pr…,Manufacturing,* $147.40m,* 443,Expansion
9,Nov 2025,Minapharm Pharm…,Minapharm Pharm…,Egypt,Rwanda,Pharmaceuticals,Pharmaceutical prep…,"Sales, Marketing & S…",* $5.60m,* 34,New
10,Nov 2025,Utopia Pharmaceu…,Utopia Pharmaceu…,Egypt,Rwanda,Pharmaceuticals,Pharmaceutical prep…,"Logistics, Distributio…",* $2.00m,* 9,New
11,Oct 2025,Paratus Africa Gro…,Paratus Africa Gro…,Namibia,Rwanda,Communications,Wired telecommunic…,"Sales, Marketing & S…",* $4.70m,* 62,New
12,Sep 2025,Dubai World,DP World,UAE,Rwanda,Transportation & Wa…,Warehousing & stora…,"Logistics, Distributio…",* $167.70m,* 111,New
13,Jul 2025,Spencer West,Spencer West,United Kingdom,Rwanda,Business services,Legal services,Business Services,* $27.80m,* 38,New
14,Jun 2025,Infocloud IT Servi…,Infocloud IT Servi…,India,Rwanda,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 162,New
15,Apr 2025,Apex Group (Apex…,Apex Group (Apex…,Bermuda,Rwanda,Financial services,Investment manage…,Business Services,* $9.60m,* 18,New
