ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2010,Kearney (A T Kear…,Kearney (A T Kear…,United States,South Africa,Business services,Management consult…,Business Services,* $27.80m,* 17,New
2,Jun 2010,MSX International,MSX International,United States,South Africa,Business services,Other support services,Business Services,* $27.80m,* 17,New
3,Jun 2010,Petra Diamonds,Petra Diamonds,United Kingdom,South Africa,Minerals,Nonmetallic mineral …,Extraction,* $55.60m,* 383,Expansion
4,Jun 2010,Pipe Metallurgical …,Pipe Metallurgical …,Russia,South Africa,Metals,Steel products,"Sales, Marketing & S…",* $2.80m,* 9,New
5,Jun 2010,SoftCo,SoftCo,Ireland,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
6,Jun 2010,Tetra Laval,Sidel,Switzerland,South Africa,Plastics,Plastic bottles,"Sales, Marketing & S…",* $2.00m,* 12,New
7,Jun 2010,Vestas,Vestas,Denmark,South Africa,Engines & turbines,Engines & Turbines,"Sales, Marketing & S…",* $7.90m,* 13,New
8,Jun 2010,Volkswagen,Volkswagen South…,Germany,South Africa,Automotive compon…,Motor vehicle body &…,Manufacturing,$72.83m,* 806,Co-Location
9,Jun 2010,Wogen,Wogen Resource,United Kingdom,South Africa,Metals,Other fabricated met…,"Sales, Marketing & S…",* $2.80m,* 9,New
10,Jun 2010,Yola,Yola,United States,South Africa,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.80m,* 9,New
11,May 2010,Buhler,Buhler,Switzerland,South Africa,Industrial equipment,Food product machin…,Education & Training,* $6.40m,* 60,New
12,May 2010,Caterpillar,Caterpillar Logistic…,United States,South Africa,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $45.70m,* 93,New
13,May 2010,Genetwister Techn…,Genetwister Techn…,Netherlands,South Africa,Chemicals,"Pesticide, fertilisers …",Research & Develop…,* $10.30m,* 35,New
14,May 2010,Gold One Internat…,Gold One Internat…,Australia,South Africa,Metals,Gold ore & silver ore…,Extraction,* $711.40m,"1,000",New
15,May 2010,Jidong Developme…,Jidong Developme…,China,South Africa,Building materials,Cement & concrete p…,Manufacturing,$119.08m,* 292,New
