ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,May 2020,China Mobile Com…,China Mobile Inter…,China,Tanzania,Communications,Wired telecommunic…,ICT & Internet Infras…,* $69.70m,* 100,New
2,Mar 2020,AUG Pharma,AUG Pharma,Egypt,Tanzania,Pharmaceuticals,Pharmaceutical prep…,Manufacturing,$30.00m,* 194,New
3,Mar 2020,Purandare Industr…,Purandare Industr…,India,Tanzania,Food and Beverages,Sugar & confectionar…,Manufacturing,* $26.40m,* 263,New
4,Mar 2020,Yamee,Yamee,Netherlands,Tanzania,Food and Beverages,Food services,"Sales, Marketing & S…",* $4.50m,* 18,New
5,Feb 2020,Finablr,Unimoni Tanzania,UAE,Tanzania,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
6,Feb 2020,Finablr,Unimoni Tanzania,UAE,Tanzania,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
7,Jan 2020,Diamond Trust Ba…,Diamond Trust Ba…,Kenya,Tanzania,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
8,Dec 2019,Diamond Trust Ba…,Diamond Trust Ba…,Kenya,Tanzania,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
9,Dec 2019,OQ (Oman Oil Co…,Oman Oil Marketi…,Oman,Tanzania,"Coal, oil & gas",Gasoline stations,Retail,* $29.00m,* 164,New
10,Dec 2019,OQ (Oman Oil Co…,Oman Oil Marketi…,Oman,Tanzania,"Coal, oil & gas",Other petroleum & c…,"Sales, Marketing & S…",* $7.80m,* 30,New
11,Nov 2019,Millicom Internati…,Tigo Tanzania,Luxembourg,Tanzania,Communications,Communications equ…,Retail,* $6.30m,* 31,New
12,Oct 2019,Diageo,Serengeti Breweries,United Kingdom,Tanzania,Food and Beverages,Breweries,Manufacturing,$12.00m,* 51,Expansion
13,Oct 2019,Millicom Internati…,Tigo Tanzania,Luxembourg,Tanzania,Communications,Communications equ…,Retail,* $6.30m,* 31,New
14,Sep 2019,Eyes of Africa,Eyes of Africa,Serbia,Tanzania,Metals,Nonferrous metal pr…,Manufacturing,$15.00m,* 103,New
15,Sep 2019,Melia Hotels Inter…,Melia Hotels Inter…,Spain,Tanzania,Hotels & tourism,Accommodation,Construction,* $98.00m,* 202,New
