ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Feb 2019,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
2,Feb 2019,Global Edge Cons…,Global Edge Cons…,United States,Mozambique,Business services,Employment services,Headquarters,* $10.50m,* 995,Expansion
3,Feb 2019,TechnipFMC,TechnipFMC,United Kingdom,Mozambique,"Coal, oil & gas",Support activities for…,Headquarters,* $37.90m,* 140,New
4,Nov 2018,Qatar Energy (Qat…,Qatar Energy (Qat…,Qatar,Mozambique,"Coal, oil & gas","Natural, liquefied an…","Sales, Marketing & S…",* $7.80m,* 30,New
5,Nov 2018,Triton Minerals,Triton Minerals,Australia,Mozambique,Minerals,Nonmetallic mineral …,Extraction,$99.40m,* 290,New
6,Aug 2018,Anheuser-Busch I…,Cervejas de Moça…,Belgium,Mozambique,Food and Beverages,Breweries,Manufacturing,$180.00m,200,New
7,Aug 2018,Galp Energia,Galp Energia,Portugal,Mozambique,"Coal, oil & gas","Natural, liquefied an…","Logistics, Distributio…",* $50.00m,* 40,New
8,Aug 2018,Galp Energia,Galp Energia,Portugal,Mozambique,"Coal, oil & gas","Natural, liquefied an…","Logistics, Distributio…",* $50.00m,* 40,New
9,Apr 2018,Pure Diets,Pure Diets Mozam…,India,Mozambique,Food and Beverages,Sugar & confectionar…,Manufacturing,$36.82m,100,New
10,Apr 2018,Walmart,Builders Warehouse,United States,Mozambique,Consumer products,Building material & g…,Retail,* $10.90m,* 170,New
11,Mar 2018,Carrick Wealth,Carrick Wealth,South Africa,Mozambique,Financial services,Investment manage…,Business Services,* $9.60m,* 27,New
12,Mar 2018,Dentsu,Dentsu Aegis Net…,Japan,Mozambique,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 38,New
13,Mar 2018,Walmart,Massmart,United States,Mozambique,Consumer products,Other (Consumer pr…,Retail,* $10.90m,* 170,New
14,Feb 2018,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
15,Feb 2018,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
