ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jan 2014,Cummins,Cummins Cogener…,United States,Kenya,Renewable energy,Biomass power,Electricity,* $87.90m,* 57,New
2,Jan 2014,Cummins,Cummins Cogener…,United States,Kenya,Renewable energy,Biomass power,Electricity,* $87.90m,* 57,New
3,Jan 2014,Nippon Telegraph …,AccessKenya,Japan,Kenya,Communications,Wired telecommunic…,ICT & Internet Infras…,* $52.80m,* 100,New
4,Jan 2014,PricewaterhouseC…,PricewaterhouseC…,United Kingdom,Kenya,Business services,"Accounting, tax prep…",Headquarters,* $10.50m,* 995,New
5,Jan 2014,Taaleritehdas,Taaleritehtaan Pri…,Finland,Kenya,Financial services,Corporate & investm…,Business Services,* $0.30m,1,New
6,Dec 2013,Bharti Group,Airtel Kenya,India,Kenya,Communications,Communications equ…,Retail,* $6.30m,* 31,New
7,Dec 2013,FrontEnders,FrontEnders,India,Kenya,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 41,New
8,Dec 2013,Mitsubishi Motors,Mitsubishi Motors,Japan,Kenya,Automotive OEM,Automobiles,"Sales, Marketing & S…",* $9.70m,* 26,New
9,Nov 2013,ASUStek,ASUStek,Taiwan,Kenya,Business machines &…,Computer & peripher…,"Sales, Marketing & S…",* $11.10m,* 37,New
10,Nov 2013,Econet Global,Liquid Intelligent …,Mauritius,Kenya,Communications,Wired telecommunic…,ICT & Internet Infras…,* $52.80m,* 100,New
11,Nov 2013,Hitachi,Hitachi Data Syste…,Japan,Kenya,Business machines &…,Computer & peripher…,"Sales, Marketing & S…",* $11.10m,* 37,New
12,Nov 2013,Level 3 Communic…,Level 3 Communic…,United States,Kenya,Communications,Wired telecommunic…,ICT & Internet Infras…,* $52.80m,* 100,New
13,Nov 2013,Limagrain,HM-Clause,France,Kenya,Food and Beverages,Crop production,Manufacturing,$1.45m,50,New
14,Nov 2013,TE Connectivity (T…,TE Connectivity (T…,Switzerland,Kenya,Electronic components,Communication & en…,"Sales, Marketing & S…",* $1.80m,* 13,New
15,Oct 2013,American Data Ex…,FirstCarbon Soluti…,Philippines,Kenya,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 41,New
