ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2019,Ethiopian Airlines,Ethiopian Mozamb…,Ethiopia,Mozambique,Transportation & Wa…,Air transportation,"Logistics, Distributio…",* $96.90m,* 111,New
2,Jun 2019,Mukuru,Mukuru,United Kingdom,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
3,May 2019,Onomo Hotels,Onomo Hotels,Morocco,Mozambique,Hotels & tourism,Accommodation,Construction,* $98.00m,* 202,New
4,Mar 2019,RA International,RA International,UAE,Mozambique,Business services,Other support services,Business Services,* $27.80m,* 38,New
5,Feb 2019,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
6,Feb 2019,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
7,Feb 2019,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
8,Feb 2019,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
9,Feb 2019,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
10,Feb 2019,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
11,Feb 2019,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
12,Feb 2019,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
13,Feb 2019,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
14,Feb 2019,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
15,Feb 2019,Banco Comercial P…,Millennium BIM,Portugal,Mozambique,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
