ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2025,Electricite de Fran…,EDF Renouvelables,France,South Africa,Renewable energy,Other electric power …,"Logistics, Distributio…",* $116.30m,* 37,New
2,Apr 2025,Elevate Venture G…,Elevate Venture G…,United States,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 17,New
3,Apr 2025,Rangel Group,Rangel Group,Portugal,South Africa,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 9,New
4,Apr 2025,Rangel Group,Rangel Group,Portugal,South Africa,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",$6.77m,160,New
5,Apr 2025,Seiko Epson,Seiko Epson,Japan,South Africa,Business machines &…,Computer & peripher…,"Sales, Marketing & S…",* $11.10m,* 37,New
6,Apr 2025,Seiko Epson,Seiko Epson,Japan,South Africa,Business machines &…,Computer & peripher…,"Sales, Marketing & S…",* $11.10m,* 37,New
7,Mar 2025,Adhere Digital,Adhere Digital,Ireland,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 17,New
8,Mar 2025,Ethos Technology,Ethos Technology,United Kingdom,South Africa,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 63,New
9,Mar 2025,EMPIRE,EMPIRE,United States,South Africa,Communications,Motion picture & sou…,"Sales, Marketing & S…",* $4.70m,* 62,New
10,Mar 2025,Flokzu,Flokzu,Uruguay,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
11,Mar 2025,ICM Holding,ICM.com,Luxembourg,South Africa,Financial services,Corporate & investm…,Business Services,* $9.60m,* 31,New
12,Mar 2025,Mann+Hummel,Mann+Hummel,Germany,South Africa,Industrial equipment,"Ventilation, heating, …",Manufacturing,* $2.60m,24,New
13,Mar 2025,Microsoft,Microsoft,United States,South Africa,Communications,Computing infrastruc…,ICT & Internet Infras…,$298.00m,* 44,New
14,Mar 2025,Nabisar Films,Nabisar Films,United States,South Africa,Communications,Motion picture & sou…,"Sales, Marketing & S…",* $4.70m,* 62,New
15,Mar 2025,ResQ Limited,ResQ Limited,United Kingdom,South Africa,Business services,Business support ser…,Customer Contact C…,* $10.00m,* 408,New
