ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Mar 2009,Abu Dhabi Nation…,Abu Dhabi Nation…,UAE,Tunisia,"Coal, oil & gas",Other electric power …,Electricity,* $558.00m,* 116,New
2,Mar 2009,Adecco Group,Adecco Group,Switzerland,Tunisia,Business services,Employment services,Business Services,* $6.80m,* 15,New
3,Mar 2009,Fuba Printed Circu…,Fuba Tunisie,Germany,Tunisia,Electronic components,All other electrical e…,Manufacturing,$13.60m,* 169,Expansion
4,Mar 2009,Groupe SAB,Groupe SAB,France,Tunisia,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 16,New
5,Mar 2009,MENACOM Group …,Team Y&R Jordan,UAE,Tunisia,Business services,"Advertising, PR, & re…",Business Services,* $6.80m,* 15,New
6,Mar 2009,V2b Intégration (…,V2b Intégration (…,France,Tunisia,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 16,New
7,Feb 2009,Kromberg & Schu…,Kromberg & Schu…,Germany,Tunisia,Automotive compon…,Motor vehicle electri…,Manufacturing,* $42.60m,600,Expansion
8,Feb 2009,TotalEnergies (Tot…,Total Tunisia,France,Tunisia,Renewable energy,Solar electric power,Electricity,* $231.70m,* 54,Co-Location
9,Jan 2009,3 Suisses Internat…,3 Suisses Internat…,France,Tunisia,Consumer products,General merchandis…,"Sales, Marketing & S…",* $4.40m,* 18,New
10,Jan 2009,Airbus Group (Eur…,STELIA Aerospace…,Netherlands,Tunisia,Aerospace,"Aircraft engines, oth…",Manufacturing,* $19.80m,* 349,New
11,Jan 2009,Elvia PCB,Elvia PCB,France,Tunisia,Electronic components,All other electrical e…,Manufacturing,$2.59m,* 32,New
12,Jan 2009,GFH Financial Gro…,GFH Financial Gro…,Bahrain,Tunisia,Real estate,Real estate services,Construction,$3.00bn,"* 3,000",New
13,Jan 2009,ODDO BHF (Oddo …,ODDO BHF (Oddo …,France,Tunisia,Financial services,Corporate & investm…,Business Services,* $21.50m,50,New
14,Jan 2009,Pierre Fabre,Pierre Fabre,France,Tunisia,Pharmaceuticals,Pharmaceutical prep…,Manufacturing,$7.26m,80,New
15,Jan 2009,Setra Group AB,Setra Group AB,Sweden,Tunisia,Wood products,Wood products,"Sales, Marketing & S…",* $7.90m,* 11,New
