ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2014,Melia Hotels Inter…,Melia Hotels Inter…,Spain,Egypt,Hotels & tourism,Accommodation,Construction,* $154.90m,* 202,New
2,Jun 2014,Melia Hotels Inter…,Melia Hotels Inter…,Spain,Egypt,Hotels & tourism,Accommodation,Construction,* $154.90m,* 202,New
3,Jun 2014,Shell PLC (Royal D…,Shell PLC (Royal D…,Netherlands,Egypt,"Coal, oil & gas",Oil & gas extraction,Extraction,$185.00m,* 64,New
4,Jun 2014,Shell PLC (Royal D…,Shell PLC (Royal D…,Netherlands,Egypt,Transportation & Wa…,Pipeline transportation of crude oil,"Logistics, Distributio…",$188.00m,* 835,New
5,Jun 2014,Super Max Limited,Super Max Limited,United Kingdom,Egypt,Consumer products,"Cosmetics, perfume,…",Manufacturing,* $20.10m,* 969,New
6,May 2014,BP (British Petrole…,BP (British Petrole…,United Kingdom,Egypt,"Coal, oil & gas","Natural, liquefied an…",Extraction,* $349.80m,* 230,New
7,May 2014,L'azurde,L'azurde,Saudi Arabia,Egypt,Consumer products,Jewellery & silverware,Manufacturing,$13.98m,700,New
8,May 2014,L'azurde,L'azurde,Saudi Arabia,Egypt,Consumer products,Jewellery & silverware,Retail,* $10.90m,* 170,New
9,May 2014,L'azurde,L'azurde,Saudi Arabia,Egypt,Consumer products,Jewellery & silverware,Education & Training,* $2.10m,* 131,New
10,May 2014,Nestle,Nestle Egypt,Switzerland,Egypt,Food and Beverages,Other (Food & Bever…,"Logistics, Distributio…",* $22.50m,* 158,Expansion
11,Apr 2014,American Hospital…,Aria Healthcare,United States,Egypt,Healthcare,General medical & s…,Construction,$90.00m,* 316,New
12,Apr 2014,Institute Of Mana…,Institute Of Mana…,United States,Egypt,Business services,"Accounting, tax prep…",Business Services,* $27.80m,* 37,New
13,Apr 2014,Investment Corpo…,Emirates NBD,UAE,Egypt,Financial services,Retail banking,Headquarters,* $44.20m,* 93,New
14,Apr 2014,LG Corp,LG Electronics,South Korea,Egypt,Consumer electronics,Audio & video equip…,Manufacturing,* $69.00m,"* 1,020",New
15,Apr 2014,Sociedad Estatal d…,Agencia EFE,Spain,Egypt,Software & IT services,Internet publishing …,Business Services,* $5.90m,* 275,New
