ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jan 2013,Dana Gas,Dana Gas,UAE,Egypt,"Coal, oil & gas",Oil & gas extraction,Extraction,* $349.80m,* 230,New
2,Jan 2013,Dana Gas,Dana Gas,UAE,Egypt,"Coal, oil & gas",Oil & gas extraction,Extraction,* $349.80m,* 230,New
3,Jan 2013,Deutsche Post,DHL Express,Germany,Egypt,Transportation & Wa…,Freight/Distribution …,Headquarters,$55.00m,* 278,New
4,Jan 2013,Korea National Oil…,Dana Petroleum plc,South Korea,Egypt,"Coal, oil & gas",Oil & gas extraction,Extraction,* $349.80m,* 230,New
5,Jan 2013,Landmark Group,Max Retail,UAE,Egypt,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
6,Jan 2013,Rocket Internet,Rocket Internet,Germany,Egypt,Software & IT services,Other (Software & IT…,"Sales, Marketing & S…",* $5.20m,* 44,New
7,Jan 2013,VF Corporation,7 For All Mankind …,United States,Egypt,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
8,Dec 2012,Jotun Group,Jotun Group,Norway,Egypt,Chemicals,"Paints, coatings, add…",Retail,* $19.70m,* 118,New
9,Dec 2012,Petronas,Petronas,Malaysia,Egypt,"Coal, oil & gas",Other petroleum & c…,Manufacturing,$100.00m,* 18,New
10,Nov 2012,Al-Futtaim Group,Al-Futtaim Group,UAE,Egypt,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
11,Nov 2012,BMA International,Redtag Group,UAE,Egypt,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
12,Nov 2012,Dar Consulting En…,Dar Consulting En…,Saudi Arabia,Egypt,Business services,Heavy & civil engine…,Business Services,* $27.80m,* 37,New
13,Nov 2012,Fund Advisers Eur…,Fund Advisers Eur…,Belgium,Egypt,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
14,Nov 2012,HSBC Holdings,HSBC Egypt,United Kingdom,Egypt,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
15,Nov 2012,Huawei Technologi…,Huawei Technologi…,China,Egypt,Communications,Communications equ…,Shared Services Cen…,* $33.60m,* 240,New
