ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Mar 2014,Nokia,Nokia Solutions a…,Finland,Nigeria,Communications,Wireless telecommu…,"Sales, Marketing & S…",* $4.70m,* 62,New
2,Mar 2014,Robert Bosch,Bosch Packaging T…,Germany,Nigeria,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 11,New
3,Mar 2014,Walmart,Massmart,United States,Nigeria,Consumer products,Other (Consumer pr…,Retail,* $10.90m,* 170,New
4,Feb 2014,Carlyle Group,Carlyle Group,United States,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,Expansion
5,Feb 2014,CPCS,CPCS,Canada,Nigeria,Business services,Management consult…,Business Services,* $27.80m,* 8,New
6,Feb 2014,Dell EMC (EMC Co…,Dell EMC (EMC Co…,United States,Nigeria,Software & IT services,"Software publishers,…",Education & Training,* $7.80m,* 67,New
7,Feb 2014,Dell EMC (EMC Co…,Dell EMC (EMC Co…,United States,Nigeria,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 14,New
8,Feb 2014,International Busi…,International Busi…,United States,Nigeria,Software & IT services,"Software publishers,…",Research & Develop…,* $32.40m,* 146,New
9,Feb 2014,Robert Bosch,Bosch,Germany,Nigeria,Automotive compon…,Motor vehicle electri…,"Sales, Marketing & S…",* $1.80m,* 18,New
10,Feb 2014,Samsung Group,Samsung Group,South Korea,Nigeria,Consumer electronics,Electronics & applian…,Retail,* $9.20m,* 78,New
11,Feb 2014,Smile Telecoms H…,Smile Communica…,Mauritius,Nigeria,Communications,Wireless telecommu…,ICT & Internet Infras…,* $443.10m,* 100,New
12,Jan 2014,88mph,88mph,Kenya,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
13,Jan 2014,Avolta,Avolta,Switzerland,Nigeria,Consumer products,"Cosmetics, perfume,…",Retail,* $10.90m,* 170,New
14,Jan 2014,Haver & Boecker,Haver & Boecker,Germany,Nigeria,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 11,New
15,Jan 2014,Inchcape Shipping…,Inchcape Shipping…,United Kingdom,Nigeria,Transportation & Wa…,Water transportation,"Sales, Marketing & S…",* $6.30m,* 18,New
