ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2026,BHS tabletop,BHS tabletop,Germany,Tunisia,Ceramics & glass,Clay product & refra…,Manufacturing,$12.90m,500,New
2,Jul 2026,Deltec Group,Deltec Group,Germany,Tunisia,Electronic components,All other electrical e…,Manufacturing,* $23.30m,500,Expansion
3,Jul 2026,Tetra Laval,Tetra Pak,Switzerland,Tunisia,"Paper, printing & pac…",Converted paper pro…,"Sales, Marketing & S…",* $2.10m,* 10,Expansion
4,Jun 2026,African Export-Im…,African Export-Im…,Egypt,Tunisia,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
5,Jun 2026,Pusterla 1880,Pusterla 1880,Italy,Tunisia,"Paper, printing & pac…",Converted paper pro…,Manufacturing,$5.06m,260,New
6,May 2026,Akkok Group,Aksa Composites,Turkey,Tunisia,Aerospace,"Aircraft engines, oth…",Manufacturing,$5.00m,* 60,New
7,May 2026,Hisense,Hisense,China,Tunisia,Consumer electronics,Other (Consumer ele…,"Sales, Marketing & S…",* $3.40m,* 29,New
8,May 2026,International Wor…,International Wor…,Switzerland,Tunisia,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
9,May 2026,Lapp Group,Lapp Group,Germany,Tunisia,Electronic components,Communication & en…,Manufacturing,* $9.00m,* 245,New
10,May 2026,Taikang Electronics,Taikang Electronics,China,Tunisia,Automotive compon…,Motor vehicle electri…,Manufacturing,$12.90m,300,New
11,May 2026,Visteon,Visteon,United States,Tunisia,Automotive compon…,Motor vehicle electri…,Research & Develop…,* $23.30m,* 213,Expansion
12,May 2026,Woodmark Consul…,Woodmark Consul…,Germany,Tunisia,Software & IT services,Custom computer pr…,Business Services,* $0.80m,10,New
13,Apr 2026,Novation Tech,Novation Tech,Italy,Tunisia,Plastics,Artificial & synthetic …,Manufacturing,$24.00m,* 250,New
14,Apr 2026,Orange (France Te…,Orange Tunisie,France,Tunisia,Communications,Communications equ…,Retail,* $6.30m,* 31,New
15,Mar 2026,DUAL,Borgstena,South Korea,Tunisia,Automotive compon…,Motor vehicle seatin…,Manufacturing,* $28.30m,"* 1,445",New
