ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2024,Antal International,Antal International,United Kingdom,Morocco,Business services,Employment services,Business Services,* $27.80m,* 43,New
2,Nov 2024,Artefact SA (Netb…,Artefact SA (Netb…,France,Morocco,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 43,Expansion
3,Nov 2024,Bim Birlesik Maga…,Bim Birlesik Maga…,Turkey,Morocco,Food and Beverages,Food & beverage ret…,"Logistics, Distributio…",$14.93m,* 500,New
4,Nov 2024,Compagnie Mariti…,Compagnie Mariti…,UAE,Morocco,Renewable energy,Other electric power …,Manufacturing,* $3.07bn,* 993,New
5,Nov 2024,International Wor…,International Wor…,Switzerland,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
6,Nov 2024,KOFISI Hospitality…,KOFISI Hospitality…,Kenya,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
7,Nov 2024,KOFISI Hospitality…,KOFISI Hospitality…,Kenya,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
8,Nov 2024,OVH Cloud,OVH Cloud,France,Morocco,Communications,Computing infrastruc…,ICT & Internet Infras…,* $122.20m,* 100,New
9,Nov 2024,Schneider Electric,Schneider Electric,France,Morocco,Electronic components,Electrical equipment,Education & Training,* $7.20m,* 47,New
10,Nov 2024,Shandong Daye,Shandong Daye,China,Morocco,Metals,Spring & wire produc…,Manufacturing,$119.10m,* 478,New
11,Nov 2024,Smurfit Westrock …,Smurfit Kappa Se…,Ireland,Morocco,"Paper, printing & pac…",Printing & related ac…,"Sales, Marketing & S…",* $2.10m,* 10,Co-Location
12,Nov 2024,The Emirates Group,Emirates Airline,UAE,Morocco,Hotels & tourism,Travel arrangement …,"Sales, Marketing & S…",* $1.30m,* 18,New
13,Nov 2024,UR Global,UR Global,Spain,Morocco,Business services,Management consult…,Business Services,* $27.80m,* 43,New
14,Nov 2024,VRROOM,VRROOM,France,Morocco,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
15,Oct 2024,Aciturri Group,Aciturri Group,Spain,Morocco,Aerospace,"Aircraft engines, oth…",Manufacturing,$3.00m,100,New
