ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Oct 2006,Kenmare Resources,Kenmare Resources,Ireland,Mozambique,Metals,Other metal ore mini…,Extraction,$6.50m,* 9,Expansion
2,May 2006,Universal Corpora…,Mozambique Leaf …,United States,Mozambique,Food and Beverages,Tobacco,Manufacturing,$55.00m,1600,New
3,Feb 2006,African Developm…,African Developm…,Côte d Ivoire,Mozambique,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
4,Feb 2006,Norsk Hydro,Norsk Hydro,Norway,Mozambique,"Coal, oil & gas",Oil & gas extraction,Extraction,* $484.60m,* 214,New
5,Sep 2004,Cotton Company (…,Cottco Mozambique,Zimbabwe,Mozambique,Textiles,Clothing & clothing a…,Manufacturing,$0.50m,* 9,Expansion
6,Aug 2004,Kenmare Resources,Kenmare Resources,Ireland,Mozambique,Metals,Nonferrous metal pr…,Extraction,$365.00m,* 513,New
7,Jun 2004,SASOL,SASOL,South Africa,Mozambique,"Coal, oil & gas",Oil & gas extraction,Extraction,$1.20bn,238,New
8,Apr 2004,Massmart,Game Stores,South Africa,Mozambique,Consumer products,"Dolls, toy, & games",Retail,* $36.90m,* 179,New
9,Sep 2003,Cotton Company (…,Cottco Mozambique,Zimbabwe,Mozambique,Textiles,Clothing & clothing a…,Manufacturing,$0.40m,* 7,Expansion
10,Aug 2003,Telkom,Vodacom,South Africa,Mozambique,Communications,Wireless telecommu…,ICT & Internet Infras…,$260.00m,1400,New
11,Jun 2003,Tongaat Hulett,Tongaat Hulett,South Africa,Mozambique,Food and Beverages,Sugar & confectionar…,Manufacturing,* $48.10m,* 429,New
12,Apr 2003,BHP Group,BHP Group,Australia,Mozambique,Metals,Alumina & aluminiu…,Manufacturing,* $178.90m,* 342,Expansion
13,Apr 2003,Grupo Visabeira,Visabeira Turismo,Portugal,Mozambique,Hotels & tourism,Accommodation,Construction,$30.00m,* 77,New
14,Feb 2003,Cotton Company (…,Cotton Company (…,Zimbabwe,Mozambique,Textiles,Textile product mills,Manufacturing,$35.60m,* 1080,New
15,Jul 2026,Choppies,Choppies,Botswana,Namibia,Food and Beverages,Food & beverage ret…,Retail,* $1.80m,32,New
