ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Oct 2024,Safeguard Global,Safeguard Global,United States,South Africa,Business services,Employment services,Business Services,* $27.80m,* 17,New
2,Oct 2024,Scatec AS,Scatec AS,Norway,South Africa,Renewable energy,Other electric power …,"Logistics, Distributio…",$166.90m,* 6,New
3,Oct 2024,SEW-Eurodrive,SEW Eurodrive (Pt…,Germany,South Africa,Industrial equipment,Mechanical power tr…,Maintenance & Servi…,$22.24m,65,Co-Location
4,Oct 2024,SMSA Express Tra…,SMSA Express Tra…,Saudi Arabia,South Africa,Transportation & Wa…,Freight/Distribution …,Headquarters,* $19.90m,* 106,New
5,Oct 2024,Vitafresh Produce,Vitafresh Produce,United Kingdom,South Africa,Food and Beverages,Fruits & vegetables …,"Sales, Marketing & S…",* $4.50m,* 18,New
6,Oct 2024,Xylem,Xylem,United States,South Africa,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 11,New
7,Sep 2024,AD Medical Air As…,AD Medical Air As…,United Kingdom,South Africa,Healthcare,Home health care se…,"Sales, Marketing & S…",* $0.80m,* 36,New
8,Sep 2024,Airbus Group (Eur…,Airbus,Netherlands,South Africa,Aerospace,Aircraft,Customer Contact C…,* $9.00m,* 360,New
9,Sep 2024,ANPL Energy Stor…,ANPL Energy Stor…,China,South Africa,Electronic components,Batteries,"Sales, Marketing & S…",* $1.80m,* 13,New
10,Sep 2024,Baker McKenzie (…,Baker McKenzie (…,United States,South Africa,Business services,Legal services,Business Services,* $0.50m,3,Expansion
11,Sep 2024,BMZ,NOX CYCLES,Germany,South Africa,Non-automotive tran…,"Motorcycle, bicycle,…","Sales, Marketing & S…",* $2.50m,* 16,New
12,Sep 2024,Bolt (Taxify),Bolt (Taxify),Estonia,South Africa,Transportation & Wa…,Support activities for…,"Sales, Marketing & S…",* $6.30m,* 9,New
13,Sep 2024,Ekco,Ekco,Ireland,South Africa,Software & IT services,Custom computer pr…,Technical Support Ce…,* $15.20m,* 393,New
14,Sep 2024,Fintechamps,Fintechamps,Netherlands,South Africa,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 17,New
15,Sep 2024,International Wor…,International Wor…,Switzerland,South Africa,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
