ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2020,Old Mill Holding,Serioplast,Italy,Algeria,Plastics,Plastic bottles,Manufacturing,* $21.58m,* 225,New
2,Feb 2020,Elsewedy Electric …,Elsewedy Electric …,Egypt,Algeria,Renewable energy,Solar electric power,"Sales, Marketing & S…",* $22.90m,* 25,New
3,Dec 2019,Al Salam Bank,Al Salam Bank Alg…,Bahrain,Algeria,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
4,Dec 2019,Al Salam Bank,Al Salam Bank Alg…,Bahrain,Algeria,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
5,Dec 2019,Al Salam Bank,Al Salam Bank Alg…,Bahrain,Algeria,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
6,Dec 2019,Al Salam Bank,Al Salam Bank Alg…,Bahrain,Algeria,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
7,Dec 2019,Al Salam Bank,Al Salam Bank Alg…,Bahrain,Algeria,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
8,Dec 2019,Al Salam Bank,Al Salam Bank Alg…,Bahrain,Algeria,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
9,Oct 2019,Azadea Group,Azadea Group,Lebanon,Algeria,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
10,Oct 2019,International Wor…,International Wor…,Switzerland,Algeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
11,Oct 2019,International Wor…,International Wor…,Switzerland,Algeria,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
12,Oct 2019,Olympique de Mar…,Olympique de Mar…,France,Algeria,Leisure & entertainm…,"Performing arts, spe…",Education & Training,* $8.20m,* 131,New
13,Sep 2019,DoubleStar,DoubleStar,China,Algeria,Rubber,Tyres,Manufacturing,$249.17m,"* 1,598",New
14,Aug 2019,Webhelp,Webhelp,France,Algeria,Business services,Business support ser…,Customer Contact C…,* $10.00m,* 514,New
15,Jul 2019,Bay Invest Compa…,Bay Invest Compa…,Switzerland,Algeria,Hotels & tourism,Accommodation,Construction,* $98.00m,* 202,New
