ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,May 2026,Algerian Bank of S…,Algerian Bank of S…,Senegal,Niger,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
2,Oct 2024,Hayo,Hayo,United States,Niger,Communications,Other telecommunic…,"Sales, Marketing & S…",* $4.70m,* 62,New
3,Aug 2022,First Move Logistics,First Move Logistics,Benin,Niger,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 18,New
4,Jul 2022,Turkish Aerospace…,Turkish Aerospace…,Turkey,Niger,Aerospace,Aircraft,Research & Develop…,* $32.60m,* 110,New
5,Oct 2021,China National Pet…,China National Pet…,China,Niger,Transportation & Wa…,Pipeline transportati…,"Logistics, Distributio…",* $167.70m,* 111,New
6,May 2020,Apelby Communic…,Apelby Communic…,Germany,Niger,Communications,Wired telecommunic…,"Sales, Marketing & S…",* $4.70m,* 62,New
7,Dec 2019,Coris Bank Intern…,Coris Bank Intern…,Burkina Faso,Niger,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
8,Nov 2019,Banque de dévelo…,Banque de dévelo…,Mali,Niger,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
9,Aug 2019,Dangote Group,Dangote Cement,Nigeria,Niger,Building materials,Cement & concrete p…,Manufacturing,$322.00m,* 789,New
10,Feb 2019,The World Bank G…,The World Bank G…,United States,Niger,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
11,Oct 2018,Radisson Hospitali…,Radisson Hospitali…,Belgium,Niger,Hotels & tourism,Accommodation,Construction,* $98.00m,* 202,New
12,Feb 2017,African Developm…,African Developm…,Côte d Ivoire,Niger,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
13,Jun 2014,Emerging Markets…,Emerging Markets…,United States,Niger,Communications,Satellite telecommu…,"Sales, Marketing & S…",* $4.70m,* 62,New
14,May 2014,Standard Bank Gr…,Standard Bank Gr…,South Africa,Niger,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
15,Oct 2013,Dangote Group,Dangote Group,Nigeria,Niger,Building materials,Cement & concrete p…,Manufacturing,$350.00m,* 858,New
