ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2010,Fawaz Alhokair Gr…,Fawaz Alhokair Gr…,Saudi Arabia,Egypt,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
2,Jul 2010,Kempinski Hotels …,Kempinski Hotels …,Switzerland,Egypt,Hotels & tourism,Accommodation,Construction,* $129.80m,* 219,New
3,Jul 2010,NI (National Instr…,NI (National Instr…,United States,Egypt,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 16,New
4,Jul 2010,Nuqul Group,Nuqul Group,Jordan,Egypt,"Paper, printing & pac…",Converted paper pro…,Manufacturing,* $54.90m,* 76,Expansion
5,Jul 2010,Waterleau,Waterleau,Belgium,Egypt,Business services,"Water, sewage & oth…",Business Services,* $27.80m,* 37,New
6,Jun 2010,e& (Etisalat Group),Etisalat Egypt,UAE,Egypt,Communications,Wireless telecommu…,ICT & Internet Infras…,$1.40bn,* 967,Expansion
7,Jun 2010,Fenicia,Camicissima,Italy,Egypt,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
8,Jun 2010,GPX Global Syste…,GPX Global Syste…,United States,Egypt,Communications,Computing infrastruc…,ICT & Internet Infras…,$31.50m,* 22,New
9,Jun 2010,Procter & Gamble …,Procter & Gamble …,United States,Egypt,"Paper, printing & pac…",Converted paper pro…,Manufacturing,$175.00m,* 881,New
10,Jun 2010,SHV Holdings,Makro,Netherlands,Egypt,Food and Beverages,Wholesale Trade (Fo…,Retail,* $268.00m,* 177,New
11,Jun 2010,Uflex,Uflex,India,Egypt,Plastics,Plastics packaging m…,Manufacturing,$135.00m,"* 1,154",New
12,Jun 2010,Univar,Univar,United States,Egypt,Chemicals,Other chemical prod…,"Sales, Marketing & S…",* $6.20m,* 14,New
13,May 2010,AAA Link Group C…,AAA Link Group,Saudi Arabia,Egypt,Food and Beverages,Food & beverage ret…,Retail,* $268.00m,* 177,New
14,May 2010,AAA Link Group C…,AAA Link Group,Saudi Arabia,Egypt,Food and Beverages,Food & beverage ret…,"Sales, Marketing & S…",* $6.70m,* 21,New
15,May 2010,Fluidra (Aquaria G…,Fluidra (Aquaria G…,Spain,Egypt,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $0.60m,7,New
