ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2008,Ceragon Networks…,Ceragon Networks…,Israel,Nigeria,Communications,Wireless telecommu…,"Sales, Marketing & S…",* $7.50m,* 16,New
2,Nov 2008,CityView Corporati…,CityView Corporati…,Australia,Nigeria,"Coal, oil & gas",Petroleum refineries,Manufacturing,$1.00bn,* 201,New
3,Nov 2008,New Horizons,New Horizons,United States,Nigeria,Business services,"Business schools, co…",Education & Training,* $14.60m,* 39,New
4,Nov 2008,New Zhongyuan C…,New Zhongyuan C…,China,Nigeria,Ceramics & glass,Clay product & refra…,Manufacturing,* $58.60m,* 160,New
5,Nov 2008,Nortel Networks,Nortel Networks,Canada,Nigeria,Communications,Wired telecommunic…,"Sales, Marketing & S…",* $7.50m,* 16,New
6,Nov 2008,Shell PLC (Royal D…,Shell PLC (Royal D…,Netherlands,Nigeria,"Coal, oil & gas",Fossil fuel electric po…,Electricity,* $558.00m,* 116,New
7,Nov 2008,TotalEnergies (Tot…,Total E&P Nigeria,France,Nigeria,"Coal, oil & gas",Oil & gas extraction,Extraction,* $1.38bn,* 214,Expansion
8,Nov 2008,Travel Technology …,Travel Technology …,France,Nigeria,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 16,New
9,Oct 2008,Falck,Falck Nutec,Denmark,Nigeria,Business services,"Technical, trade & ot…",Education & Training,* $12.00m,50,New
10,Sep 2008,Blue Financial Ser…,Blue Financial Ser…,South Africa,Nigeria,Financial services,Retail banking,Business Services,* $14.60m,34,New
11,Sep 2008,Ericsson,Ericsson,Sweden,Nigeria,Communications,Communications equ…,Research & Develop…,* $60.50m,* 123,New
12,Sep 2008,Genesis Actuarial …,Genesis Actuarial …,South Africa,Nigeria,Financial services,Corporate & investm…,Business Services,* $11.00m,* 18,New
13,Sep 2008,International Roa…,International Roa…,Canada,Nigeria,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 16,New
14,Sep 2008,Olam International,Olam International,Singapore,Nigeria,Food and Beverages,Sugar & confectionar…,Manufacturing,$91.00m,* 595,New
15,Sep 2008,Sanlam Group,Sanlam Group,South Africa,Nigeria,Financial services,Insurance,"Sales, Marketing & S…",$6.50m,* 30,New
