ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2016,IC Group,Tiger of Sweden,Denmark,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
2,Apr 2016,Inditex,Zara,Spain,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
3,Apr 2016,Inglot,Inglot,Poland,South Africa,Consumer products,"Cosmetics, perfume,…",Retail,* $10.90m,* 170,New
4,Apr 2016,Karen Millen,Karen Millen,United Kingdom,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
5,Apr 2016,Levi Strauss & Co …,Levi Strauss & Co …,United States,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
6,Apr 2016,Luisa Spagnoli,Luisa Spagnoli,Italy,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
7,Apr 2016,M&C Saatchi,M&C Saatchi,United Kingdom,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 17,New
8,Apr 2016,Maus Freres,Gant,Switzerland,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
9,Apr 2016,New Balance,New Balance,United States,South Africa,Textiles,Footwear,Retail,* $4.40m,* 50,New
10,Apr 2016,Nike,Nike,United States,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
11,Apr 2016,OTB Group (Only …,Diesel,Italy,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
12,Apr 2016,Route Mobile Limit…,Route Mobile Limit…,India,South Africa,Communications,Other telecommunic…,"Sales, Marketing & S…",* $4.70m,* 62,New
13,Apr 2016,The Kooples,The Kooples,France,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
14,Apr 2016,Venise Interactive,Atnetplanet,France,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 17,New
15,Mar 2016,Aegean Marine Pe…,Aegean Marine Pe…,Greece,South Africa,"Coal, oil & gas",Other petroleum & c…,"Sales, Marketing & S…",* $7.80m,* 30,New
