ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jul 2013,Northern Textile M…,Northern Textile M…,Botswana,South Africa,Textiles,Textile product mills,Manufacturing,* $67.90m,"* 1,375",New
2,Jul 2013,PSI-CRO,PSI-CRO,Switzerland,South Africa,Pharmaceuticals,Pharmaceutical prep…,Research & Develop…,* $35.30m,* 73,New
3,Jul 2013,Solarcentury,Solarcentury,United Kingdom,South Africa,Renewable energy,Solar electric power,"Sales, Marketing & S…",* $22.90m,* 25,New
4,Jul 2013,Tata Group,Cennergi,India,South Africa,Renewable energy,Wind electric power,Electricity,* $347.69m,* 69,New
5,Jul 2013,Tata Group,Cennergi,India,South Africa,Renewable energy,Wind electric power,Electricity,* $347.69m,* 69,New
6,Jul 2013,Totalpost Services,Totalpost Services,United Kingdom,South Africa,Business machines &…,Other (Business mac…,"Sales, Marketing & S…",* $11.10m,* 37,New
7,Jul 2013,Volkswagen,Audi South Africa,Germany,South Africa,Automotive OEM,Motor vehicle & part…,Retail,* $12.50m,* 37,New
8,Jul 2013,Znshine Group,Znshine Group,China,South Africa,Electronic components,All other electrical e…,Manufacturing,$13.69m,165,New
9,Jul 2013,Zomato.com,Zomato.com,India,South Africa,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.20m,* 9,New
10,Jun 2013,BASF,BASF,Germany,South Africa,Chemicals,"Paints, coatings, add…",Research & Develop…,* $14.00m,* 49,New
11,Jun 2013,BlackBerry (Resea…,BlackBerry (Resea…,Canada,South Africa,Software & IT services,"Video games, applic…",Research & Develop…,* $32.40m,* 47,New
12,Jun 2013,Building Energy,Building Energy,Italy,South Africa,Renewable energy,Solar electric power,Electricity,* $169.60m,* 21,New
13,Jun 2013,Fiat Chrysler Auto…,Mopar,Italy,South Africa,Automotive compon…,Motor vehicle & part…,"Logistics, Distributio…",* $27.80m,* 73,New
14,Jun 2013,Founder Institute,Founder Institute,United States,South Africa,Business services,"Business schools, co…",Business Services,* $27.80m,* 17,New
15,Jun 2013,Hisense,Hisense,China,South Africa,Consumer electronics,Other (Consumer ele…,Manufacturing,$35.12m,300,New
