ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2020,Groupe Bernard H…,Groupe Bernard H…,France,Morocco,Automotive OEM,Automobiles,Retail,* $4.20m,15,New
2,Jun 2020,Vivendi (Vivendi U…,Universal Music G…,France,Morocco,Communications,Motion picture & sou…,"Sales, Marketing & S…",* $4.70m,* 62,New
3,May 2020,Grapa Varieties,Grapa Varieties,Israel,Morocco,Food and Beverages,Fruits & vegetables …,"Sales, Marketing & S…",* $4.50m,* 18,New
4,May 2020,International Wor…,International Wor…,Switzerland,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
5,May 2020,Plug and Play,Plug and Play,United States,Morocco,Business services,Other support services,Business Services,* $27.80m,* 43,New
6,Apr 2020,International Wor…,International Wor…,Switzerland,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
7,Apr 2020,Nipro,Nipro Medical,Japan,Morocco,Medical devices,Medical equipment &…,"Sales, Marketing & S…",* $1.90m,* 18,New
8,Apr 2020,Trelleborg,Trelleborg,Sweden,Morocco,Automotive compon…,Other motor vehicle …,Manufacturing,* $26.00m,* 497,New
9,Mar 2020,Applus+,Applus+,Spain,Morocco,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 43,New
10,Mar 2020,Applus+,Applus+,Spain,Morocco,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 43,New
11,Mar 2020,Exco Technologies,Exco Technologies,Canada,Morocco,Metals,Other fabricated met…,Manufacturing,$5.23m,21,New
12,Mar 2020,SICPA Holding,SICPA Holding,Switzerland,Morocco,Chemicals,Other chemical prod…,"Sales, Marketing & S…",* $2.80m,* 13,New
13,Mar 2020,Wielton,Wielton Africa,Poland,Morocco,Automotive compon…,Motor vehicle body &…,Manufacturing,* $26.00m,* 497,New
14,Mar 2020,Wielton,Wielton Africa,Poland,Morocco,Automotive compon…,Motor vehicle body &…,"Sales, Marketing & S…",* $1.80m,* 18,New
15,Mar 2020,Xiaomi (Beijing Xi…,Xiaomi (Beijing Xi…,China,Morocco,Consumer electronics,Household appliances,Retail,* $9.20m,* 78,New
