ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Aug 2023,Wikimedia Founda…,Wikimedia User G…,United States,Nigeria,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.20m,* 14,New
2,Jul 2023,ACRE Africa,ACRE Africa,Kenya,Nigeria,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
3,Jul 2023,SoLo Funds,SoLo Funds,United States,Nigeria,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 14,New
4,Jul 2023,YNV Holdings,Tek Experts,Cyprus,Nigeria,Software & IT services,Custom computer pr…,Technical Support Ce…,* $15.20m,* 393,Expansion
5,Jun 2023,Acasia Group,Acasia Group,Egypt,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
6,Jun 2023,Ballard Partners,Ballard Partners,United States,Nigeria,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 8,New
7,Jun 2023,Ballard Partners,Ballard Partners,United States,Nigeria,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 8,New
8,Jun 2023,RaiseFX,RaiseFX,Kazakhstan,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
9,Jun 2023,Toyota Motor,CFAO Group,Japan,Nigeria,Automotive OEM,Motor vehicle & part…,"Sales, Marketing & S…",* $9.70m,* 26,New
10,Jun 2023,United Parcel Serv…,Marken,United States,Nigeria,Transportation & Wa…,Freight/Distribution …,Business Services,* $2.60m,* 13,New
11,Jun 2023,WhiteBIT,WhiteBIT,Lithuania,Nigeria,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 14,New
12,May 2023,Admirals,Admirals,Estonia,Nigeria,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
13,May 2023,Diageo,Guinness Nigeria,United Kingdom,Nigeria,Business services,"Water, sewage & oth…",Recycling,$4.96m,* 5,Co-Location
14,May 2023,gamma.,gamma.,United States,Nigeria,Communications,Motion picture & sou…,"Sales, Marketing & S…",* $4.70m,* 62,New
15,May 2023,Glovo App,Glovo App,Spain,Nigeria,Food and Beverages,Food & beverage ret…,"Logistics, Distributio…",* $22.50m,* 158,New
