ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Aug 2014,Equity Bank,Equity Bank Tanza…,Kenya,Tanzania,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
2,May 2014,FirstRand,First National Ban…,South Africa,Tanzania,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
3,May 2014,Sumitomo Chemical,Sumitomo Chemical,Japan,Tanzania,Chemicals,"Pesticide, fertilisers …","Sales, Marketing & S…",* $2.80m,* 13,New
4,Mar 2014,Equity Bank,Equity Bank Tanza…,Kenya,Tanzania,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
5,Mar 2014,Gras Savoye,Gras Savoye,France,Tanzania,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
6,Mar 2014,Samsung Group,Samsung Tanzania,South Korea,Tanzania,Consumer electronics,Electronics & applian…,Retail,* $9.20m,* 78,New
7,Feb 2014,Access Holding,AccessBank Tanza…,Germany,Tanzania,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
8,Feb 2014,Equity Bank,Equity Bank Tanza…,Kenya,Tanzania,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
9,Feb 2014,OQ (Oman Oil Co…,OQ (Oman Oil Co…,Oman,Tanzania,"Coal, oil & gas",Petroleum refineries,"Sales, Marketing & S…",* $7.80m,* 30,New
10,Feb 2014,Uchumi Supermar…,Uchumi Supermar…,Kenya,Tanzania,Food and Beverages,Food & beverage ret…,Retail,* $12.70m,* 107,New
11,Dec 2013,EcoGraf (Kibaran …,EcoGraf (Kibaran …,Australia,Tanzania,Minerals,Nonmetallic mineral …,Extraction,$77.50m,* 226,New
12,Dec 2013,Smile Telecoms H…,Smile Communica…,Mauritius,Tanzania,Communications,Wireless telecommu…,ICT & Internet Infras…,* $69.70m,* 100,New
13,Nov 2013,British American I…,British American I…,Mauritius,Tanzania,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
14,Nov 2013,Swissport Internat…,Swissport Internat…,Switzerland,Tanzania,Transportation & Wa…,Support activities for…,"Logistics, Distributio…",* $167.70m,* 111,New
15,Nov 2013,Swissport Internat…,Swissport Internat…,Switzerland,Tanzania,Transportation & Wa…,Support activities for…,"Logistics, Distributio…",* $167.70m,* 111,New
