ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2021,Jubilee Metals Gro…,Jubilee Metals Gro…,United Kingdom,Zambia,Metals,Nonferrous metal pr…,Manufacturing,* $144.10m,* 443,New
2,Feb 2021,Lake Group,Lake Petroleum (Z…,Tanzania,Zambia,Food and Beverages,Crop production,Manufacturing,$8.00m,* 37,New
3,Feb 2021,Zunder Systems,AFR-IX Telecom,Spain,Zambia,Communications,Computing infrastruc…,"Sales, Marketing & S…",* $4.70m,* 62,New
4,Jan 2021,Magnaquest Techn…,Magnaquest Techn…,India,Zambia,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 18,New
5,Nov 2020,Sarens,Sarens,Belgium,Zambia,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 11,New
6,Oct 2020,Bharti Group,Airtel Zambia,India,Zambia,Communications,Communications equ…,Retail,* $6.30m,* 31,New
7,Oct 2020,Econet Global,DPA Africa Asset-Co,Mauritius,Zambia,Renewable energy,Solar electric power,Electricity,* $173.80m,* 57,New
8,Oct 2020,LOLC Group (Lank…,LOLC Group (Lank…,Sri Lanka,Zambia,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
9,Oct 2020,LOLC Group (Lank…,LOLC Group (Lank…,Sri Lanka,Zambia,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
10,Oct 2020,LOLC Group (Lank…,LOLC Group (Lank…,Sri Lanka,Zambia,Financial services,Corporate & investm…,Business Services,* $9.60m,* 27,New
11,Jun 2020,Bowmans (Bowm…,Bowmans (Bowm…,South Africa,Zambia,Business services,Legal services,Business Services,* $27.80m,* 38,New
12,May 2020,Power Constructio…,Power Constructio…,China,Zambia,Renewable energy,Solar electric power,Electricity,* $182.67m,* 57,New
13,May 2020,Power Constructio…,Power Constructio…,China,Zambia,Renewable energy,Solar electric power,Electricity,* $182.67m,* 57,New
14,May 2020,Power Constructio…,Power Constructio…,China,Zambia,Renewable energy,Solar electric power,Electricity,* $182.67m,* 57,New
15,Jan 2020,Guangzhou Sunda…,Guangzhou Sunda…,China,Zambia,Ceramics & glass,Clay product & refra…,Manufacturing,$64.00m,* 379,New
