ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,May 2018,Ukrainian Flour Co…,Ukrainian Flour Co…,Ukraine,Chad,Food and Beverages,Bakeries & tortillas,"Sales, Marketing & S…",* $4.50m,* 18,New
2,Aug 2017,Corlido Group,Corlido Group,Netherlands,Chad,Transportation & Wa…,Freight/Distribution …,"Sales, Marketing & S…",* $6.30m,* 18,New
3,Sep 2016,Attijariwafa Bank,Attijariwafa Bank,Morocco,Chad,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
4,Jun 2016,Millicom Internati…,Tigo Chad,Luxembourg,Chad,Communications,Wireless telecommu…,ICT & Internet Infras…,$6.00m,* 1,New
5,Jan 2016,Sagaci Research,Sagaci Research,Kenya,Chad,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 38,New
6,Aug 2015,Afrique Media,Afrique Media,Cameroon,Chad,Communications,Radio & TV broadcas…,"Sales, Marketing & S…",* $4.70m,* 62,New
7,Jun 2014,Douja Promotion …,Douja Promotion …,Morocco,Chad,Building materials,Cement & concrete p…,Manufacturing,* $158.60m,* 496,New
8,Jun 2014,Douja Promotion …,Douja Promotion …,Morocco,Chad,Real estate,Residential building …,Construction,$406.66m,* 608,New
9,May 2014,Assicurazioni Gen…,Redion (Europ Ass…,Italy,Chad,Healthcare,General medical & s…,Construction,* $70.50m,* 258,New
10,May 2014,Standard Bank Gr…,Standard Bank Gr…,South Africa,Chad,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
11,Jan 2014,Deloitte Touche To…,Deloitte Touche To…,United States,Chad,Business services,"Accounting, tax prep…",Business Services,* $1.50m,10,New
12,Feb 2013,Bharti Group,Bharti Airtel,India,Chad,Communications,Wireless telecommu…,ICT & Internet Infras…,* $122.20m,* 100,New
13,May 2012,SOMDIAA Group,Compagnie sucrie…,France,Chad,Food and Beverages,Sugar & confectionar…,Manufacturing,* $45.80m,* 263,Expansion
14,Apr 2012,Sofrecap,Sofrecap,France,Chad,Textiles,Clothing & clothing a…,Manufacturing,* $35.60m,"* 1,080",New
15,Apr 2012,Spice Global Inves…,Spice VAS Africa,Singapore,Chad,Communications,Other telecommunic…,"Sales, Marketing & S…",* $7.50m,* 16,New
