ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Sep 2015,GZ Industries,GZ Industries,Nigeria,South Africa,Metals,Alumina & aluminiu…,Manufacturing,$72.36m,* 967,New
2,Sep 2015,InterContinental H…,InterContinental H…,United Kingdom,South Africa,Hotels & tourism,Accommodation,"Sales, Marketing & S…",* $1.30m,* 18,New
3,Sep 2015,Lindt & Sprüngli,Lindt & Sprüngli,Switzerland,South Africa,Food and Beverages,Sugar & confectionar…,Retail,* $12.70m,* 107,New
4,Sep 2015,NIL Data Commun…,NIL Data Commun…,Slovenia,South Africa,Communications,Wired telecommunic…,"Sales, Marketing & S…",* $4.70m,* 62,Expansion
5,Sep 2015,SMC Corporation,SMC Pneumatics,Japan,South Africa,Industrial equipment,General purpose ma…,Headquarters,$10.17m,25,New
6,Sep 2015,Tata Group,Tata Motors (SA),India,South Africa,Automotive OEM,Heavy duty trucks,Manufacturing,* $125.30m,* 609,Expansion
7,Aug 2015,Amazon.com,Amazon.com,United States,South Africa,Software & IT services,Other (Software & IT…,Research & Develop…,* $18.60m,100,New
8,Aug 2015,Black & Veatch,Black & Veatch,United States,South Africa,Business services,Heavy & civil engine…,Business Services,* $27.80m,* 17,New
9,Aug 2015,CIMGlobal,CIMGlobal,India,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 17,New
10,Aug 2015,Cruise.co.uk,Cruise.co.uk,United Kingdom,South Africa,Hotels & tourism,Travel arrangement …,"Sales, Marketing & S…",* $1.30m,* 18,New
11,Aug 2015,Crystal Lagoons,Crystal Lagoons,Netherlands,South Africa,Leisure & entertainm…,Other amusement & …,"Sales, Marketing & S…",* $1.80m,* 29,New
12,Aug 2015,DLA Piper,DLA Piper,United States,South Africa,Business services,Legal services,Business Services,* $27.80m,* 17,New
13,Aug 2015,Ford Motor Compa…,Ford South Africa,United States,South Africa,Automotive compon…,Motor vehicle gasolin…,Manufacturing,* $12.80m,* 160,Expansion
14,Aug 2015,IHI Corporation (I…,Steinmueller Engi…,Japan,South Africa,Business services,Heavy & civil engine…,Business Services,* $27.80m,* 17,New
15,Aug 2015,KEMP Technologies,KEMP Technologies,United States,South Africa,Business machines &…,Computer & peripher…,"Sales, Marketing & S…",* $11.10m,* 37,New
