ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2012,China Railway Eng…,China Civil Engine…,China,Nigeria,Business services,Heavy & civil engine…,Education & Training,* $9.40m,* 46,New
2,Nov 2012,ConvergeNet,Simat Group,South Africa,Nigeria,Business services,Other support services,Business Services,* $27.80m,* 8,New
3,Nov 2012,FirstRand,Rand Merchant Ba…,South Africa,Nigeria,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
4,Nov 2012,Flexenclosure,Flexenclosure,Sweden,Nigeria,Communications,Communications equ…,"Sales, Marketing & S…",* $4.70m,* 62,New
5,Nov 2012,Indorama Ventures,Indorama Ventures,Thailand,Nigeria,Plastics,"Urethane, foam prod…",Manufacturing,* $25.20m,* 229,New
6,Nov 2012,Micro-Star Interna…,Micro-Star Interna…,Taiwan,Nigeria,Business machines &…,Computer & peripher…,Manufacturing,* $71.50m,* 819,New
7,Oct 2012,Cogniko,Cogniko,United States,Nigeria,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 8,New
8,Oct 2012,Nissei ASB Machine,Nissei ASB Machine,Japan,Nigeria,Industrial equipment,Plastics & rubber ind…,"Sales, Marketing & S…",* $2.90m,* 11,New
9,Oct 2012,Oracle,Oracle,United States,Nigeria,Software & IT services,"Software publishers,…",Research & Develop…,* $32.40m,* 146,New
10,Oct 2012,Samsung Group,Samsung Electron…,South Korea,Nigeria,Consumer electronics,Other (Consumer ele…,Education & Training,* $2.90m,* 131,New
11,Oct 2012,Stallion Group,Stallion Group,UAE,Nigeria,Automotive OEM,Automobiles,Maintenance & Servi…,* $1.70m,* 61,New
12,Oct 2012,Standard Chartere…,Standard Chartere…,United Kingdom,Nigeria,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
13,Sep 2012,Apollo Hospitals G…,Apollo Hospitals G…,India,Nigeria,Healthcare,Nursing & residential…,Business Services,* $2.70m,* 39,New
14,Sep 2012,Apollo Hospitals G…,Apollo Hospitals G…,India,Nigeria,Healthcare,Nursing & residential…,Business Services,* $2.70m,* 39,New
15,Sep 2012,Bharti Group,Airtel Nigeria,India,Nigeria,Communications,Communications equ…,Retail,* $6.30m,* 31,New
