ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2012,Aurora Lighting,Aurora Lighting,United Kingdom,South Africa,Electronic components,Electric lighting equi…,Retail,* $9.50m,* 118,New
2,Apr 2012,DASAN Networks,Handysoft,South Korea,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 9,New
3,Apr 2012,Docia (Byggeweb),Docia (Byggeweb),Denmark,South Africa,Business services,"Professional, scientifi…",Business Services,* $6.80m,* 15,New
4,Apr 2012,KCI Konecranes,KCI Konecranes,Finland,South Africa,Industrial equipment,General purpose ma…,"Sales, Marketing & S…",* $2.90m,* 11,New
5,Apr 2012,Lonrho,Lonrho,United Kingdom,South Africa,Hotels & tourism,Accommodation,Construction,* $129.80m,* 219,New
6,Apr 2012,M&C Saatchi,M&C Saatchi Spor…,United Kingdom,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $6.80m,* 15,New
7,Apr 2012,Nissan,Nissan,Japan,South Africa,Automotive OEM,Motor vehicle & part…,Retail,* $12.70m,* 33,New
8,Apr 2012,NTL-Lemnis,NTL-Lemnis,Netherlands,South Africa,Electronic components,Electric lighting equi…,"Sales, Marketing & S…",* $1.80m,* 13,New
9,Apr 2012,Red Touch Media,Red Touch Media,United States,South Africa,Software & IT services,Internet publishing …,"Sales, Marketing & S…",* $5.20m,* 9,New
10,Apr 2012,Unicharm,Unicharm,Japan,South Africa,"Paper, printing & pac…",Converted paper pro…,Manufacturing,* $84.70m,* 76,New
11,Apr 2012,Voestalpine Group,Voestalpine Group,Austria,South Africa,Automotive compon…,Motor vehicle body &…,Manufacturing,* $2.70m,30,New
12,Mar 2012,ADG Global Supply,ADG Global Supply,Australia,South Africa,Industrial equipment,"Agriculture, construc…","Logistics, Distributio…",* $11.50m,* 59,New
13,Mar 2012,China Confidential,China Confidential,Australia,South Africa,Business services,"Professional, scientifi…",Business Services,* $6.80m,* 15,New
14,Mar 2012,Choppies,Choppies,Botswana,South Africa,Food and Beverages,Food & beverage ret…,Retail,* $16.60m,* 177,New
15,Mar 2012,East Asiatic Comp…,Santa Fe Group,Denmark,South Africa,Business services,Other support services,Business Services,* $27.80m,* 17,New
