ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Aug 2019,Webhelp,Webhelp,France,Morocco,Business services,Business support ser…,Customer Contact C…,* $10.00m,* 267,New
2,Aug 2019,Yanmar,Himoinsa,Japan,Morocco,Engines & turbines,Engines & Turbines,"Sales, Marketing & S…",* $2.20m,* 14,New
3,Aug 2019,Yokogawa Electric,Yokogawa Electric,Japan,Morocco,Industrial equipment,Measuring & control …,"Sales, Marketing & S…",* $2.90m,* 11,New
4,Jul 2019,Alstom,Cabliance,France,Morocco,Electronic components,Communication & en…,Manufacturing,* $33.50m,330,Expansion
5,Jul 2019,Construcciones Gr…,Construcciones Gr…,Spain,Morocco,Industrial equipment,General purpose ma…,Manufacturing,$4.16m,* 39,New
6,Jul 2019,Greif,Greif,United States,Morocco,Plastics,Laminated plastics pl…,Manufacturing,* $24.10m,* 235,Expansion
7,Jul 2019,International Wor…,International Wor…,Switzerland,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
8,Jul 2019,International Wor…,International Wor…,Switzerland,Morocco,Real estate,Rental & leasing ser…,Business Services,* $1.90m,* 8,New
9,Jul 2019,N2Growth,N2Growth,United States,Morocco,Business services,Management consult…,Business Services,* $27.80m,* 43,New
10,Jul 2019,Nippon Express,Nippon Express Fr…,Japan,Morocco,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $76.60m,* 178,New
11,Jul 2019,Oniverse (Calzedo…,Intimissimi,Italy,Morocco,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
12,Jun 2019,AD Industrie,AD Industrie,France,Morocco,Metals,Other fabricated met…,Manufacturing,* $112.10m,* 413,Expansion
13,Jun 2019,Agco,Agco,United States,Morocco,Industrial equipment,"Agriculture, construc…",Headquarters,* $10.10m,* 54,New
14,Jun 2019,Sedar,Sedar,UAE,Morocco,Consumer products,Furniture & related p…,Manufacturing,$5.76m,280,New
15,Jun 2019,TE Connectivity (T…,TE Connectivity (T…,Switzerland,Morocco,Electronic components,All other electrical e…,Manufacturing,* $26.10m,* 746,Co-Location
