ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Nov 2011,Logica (LogicaCMG),Logica (LogicaCMG),United Kingdom,Morocco,Software & IT services,"Software publishers,…",ICT & Internet Infras…,* $146.30m,* 85,Co-Location
2,Nov 2011,Prada,Prada,Italy,Morocco,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
3,Oct 2011,Fawaz Alhokair Gr…,Fawaz Alhokair Gr…,Saudi Arabia,Morocco,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
4,Oct 2011,GMD Group (Grou…,GMD Group (Grou…,France,Morocco,Metals,Other fabricated met…,Manufacturing,$28.30m,250,New
5,Oct 2011,Hanjin Group,Hanjin Logistics,South Korea,Morocco,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $45.70m,* 93,New
6,Oct 2011,NMC Group,UAE Exchange Ce…,UAE,Morocco,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
7,Oct 2011,Tata Group,Indian Hotels (IH…,India,Morocco,Hotels & tourism,Accommodation,Construction,* $131.20m,* 219,New
8,Sep 2011,Agrolats Holding,Agrolats Holding,Latvia,Morocco,Food and Beverages,Seafood products,Manufacturing,$6.68m,* 44,New
9,Sep 2011,Grupo Tecnimede,Tecnimede Marroco,Portugal,Morocco,Pharmaceuticals,Pharmaceutical prep…,Manufacturing,$16.35m,* 179,New
10,Sep 2011,Renault,Automobile Dacia,France,Morocco,Automotive OEM,Automobiles,Manufacturing,* $356.20m,"* 3,000",Expansion
11,Aug 2011,Dimelco,Dimelco,France,Morocco,Industrial equipment,Measuring & control …,"Sales, Marketing & S…",* $2.90m,* 17,New
12,Aug 2011,Fawaz Alhokair Gr…,Fawaz Alhokair Gr…,Saudi Arabia,Morocco,Textiles,Clothing & clothing a…,Retail,* $11.90m,* 86,New
13,Aug 2011,Salicru,Salicru,Spain,Morocco,Industrial equipment,Mechanical power tr…,"Sales, Marketing & S…",* $2.90m,* 11,New
14,Jul 2011,Allen & Overy,Allen & Overy,United Kingdom,Morocco,Business services,Legal services,Business Services,* $4.60m,25,New
15,Jul 2011,BearingPoint Euro…,BearingPoint Euro…,Netherlands,Morocco,Software & IT services,Custom computer pr…,Business Services,* $13.80m,* 49,New
