ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Sep 2019,RPG Enterprises,Zensar Technologi…,India,South Africa,Software & IT services,Custom computer pr…,Business Services,* $5.90m,* 63,Expansion
2,Aug 2019,Adform,Adform,Denmark,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
3,Aug 2019,Air Products and C…,Air Products Sout…,United States,South Africa,Chemicals,Basic chemicals,Manufacturing,* $27.70m,* 455,New
4,Aug 2019,Allied Mineral Prod…,Allied Mineral Prod…,United States,South Africa,Metals,Other (Metals),Manufacturing,* $65.30m,* 197,New
5,Aug 2019,China North Indus…,Norinco Internatio…,China,South Africa,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $9.90m,* 31,New
6,Aug 2019,Heineken Holding,Heineken South A…,Netherlands,South Africa,Food and Beverages,Breweries,Manufacturing,$71.80m,* 70,Expansion
7,Aug 2019,IT-Development,IT-Development,France,South Africa,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 9,New
8,Aug 2019,La Poste,Tigers,France,South Africa,Transportation & Wa…,Freight/Distribution …,"Logistics, Distributio…",* $9.90m,* 31,Expansion
9,Aug 2019,MNK Re,MNK Re,United Kingdom,South Africa,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 78,New
10,Aug 2019,Pianoforte,Inticom (Yamamay),Italy,South Africa,Textiles,Clothing & clothing a…,Retail,* $4.40m,* 50,New
11,Aug 2019,Spirax Sarco Engi…,Watson-Marlow Fl…,United Kingdom,South Africa,Industrial equipment,General purpose ma…,Maintenance & Servi…,* $6.80m,28,New
12,Aug 2019,Startaparat,Startaparat,Austria,South Africa,Business services,"Advertising, PR, & re…",Business Services,* $27.80m,* 17,New
13,Aug 2019,Webhelp,Webhelp,France,South Africa,Business services,Business support ser…,Customer Contact C…,* $2.40m,300,New
14,Jul 2019,Amazon.com,Amazon Web Serv…,United States,South Africa,Software & IT services,Other (Software & IT…,Research & Develop…,* $32.40m,* 47,Expansion
15,Jul 2019,AtkinsRealis (SNC …,AtkinsRealis (SNC …,Canada,South Africa,Business services,Heavy & civil engine…,Business Services,* $27.80m,* 17,New
