ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Feb 2008,Banco BPI,Banco de Foment…,Portugal,Angola,Financial services,Retail banking,Business Services,* $11.00m,* 9,New
2,Feb 2008,Banco BPI,Banco de Foment…,Portugal,Angola,Financial services,Retail banking,Business Services,* $11.00m,* 9,New
3,Feb 2008,Banco BPI,Banco de Foment…,Portugal,Angola,Financial services,Retail banking,Business Services,* $11.00m,* 9,New
4,Feb 2008,Portugal Telecom,Inovacao,Portugal,Angola,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.80m,* 16,New
5,Jan 2008,Cunha Vaz and As…,Cunha Vaz and As…,Portugal,Angola,Business services,"Advertising, PR, & re…",Business Services,* $6.80m,* 15,New
6,Dec 2007,Banco BPI,Banco de Foment…,Portugal,Angola,Financial services,Retail banking,Business Services,* $11.00m,* 9,New
7,Dec 2007,Banco BPI,Banco de Foment…,Portugal,Angola,Financial services,Retail banking,Business Services,* $11.00m,* 9,New
8,Dec 2007,Banco BPI,Banco de Foment…,Portugal,Angola,Financial services,Retail banking,Business Services,* $11.00m,* 9,New
9,Dec 2007,Nissan,Zhengzhou Nissan…,Japan,Angola,Automotive OEM,Light trucks & utility …,Manufacturing,* $94.50m,* 864,New
10,Nov 2007,Banco BPI,Banco de Foment…,Portugal,Angola,Financial services,Retail banking,Business Services,* $11.00m,* 9,New
11,Nov 2007,Banco BPI,Banco de Foment…,Portugal,Angola,Financial services,Retail banking,Business Services,* $3.90m,9,New
12,Nov 2007,Banco BPI,Banco de Foment…,Portugal,Angola,Financial services,Retail banking,Business Services,* $4.70m,11,New
13,Nov 2007,Banco BPI,Banco de Foment…,Portugal,Angola,Financial services,Retail banking,Business Services,* $3.00m,7,New
14,Oct 2007,Banco BPI,Banco de Foment…,Portugal,Angola,Financial services,Retail banking,Business Services,* $11.00m,* 9,New
15,Oct 2007,Eni SpA,Eni SpA,Italy,Angola,"Coal, oil & gas",Oil & gas extraction,Extraction,* $2.24bn,* 214,New
