ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Jun 2024,MTN Group,MTN Nigeria,South Africa,Nigeria,Communications,Computing infrastruc…,ICT & Internet Infras…,* $443.10m,* 100,New
2,Jun 2024,Shanghai Jin Jian…,Radisson Hospitali…,China,Nigeria,Hotels & tourism,Accommodation,Construction,* $98.00m,* 202,New
3,Jun 2024,TotalEnergies (Tot…,TotalEnergies (Tot…,France,Nigeria,"Coal, oil & gas",Oil & gas extraction,Extraction,$550.00m,* 189,Expansion
4,May 2024,Access Industries,Warner Music Africa,United States,Nigeria,Communications,Motion picture & sou…,"Sales, Marketing & S…",* $4.70m,* 62,New
5,May 2024,Guala Closures,Guala Closures,Italy,Nigeria,Metals,Alumina & aluminiu…,Manufacturing,$30.50m,* 708,New
6,May 2024,Imperial Citizenship,Imperial Citizenship,UAE,Nigeria,Business services,Other support services,Business Services,* $27.80m,* 8,New
7,Apr 2024,HostMyWebCloud,HostMyWebCloud,South Africa,Nigeria,Communications,Computing infrastruc…,ICT & Internet Infras…,* $443.10m,* 100,New
8,Apr 2024,KLOUDIP,KLOUDIP,United States,Nigeria,Software & IT services,"Software publishers,…","Sales, Marketing & S…",* $5.20m,* 14,New
9,Apr 2024,Star Agriwarehous…,Star Agriwarehous…,India,Nigeria,Transportation & Wa…,Warehousing & stora…,"Sales, Marketing & S…",* $6.30m,* 18,New
10,Mar 2024,AP Moller - Maersk,APM Terminals,Denmark,Nigeria,Transportation & Wa…,Warehousing & stora…,"Logistics, Distributio…",* $314.90m,* 111,Expansion
11,Mar 2024,Bharti Group,Airtel Africa,India,Nigeria,Communications,Computing infrastruc…,ICT & Internet Infras…,* $1.69bn,250,New
12,Mar 2024,Fintechamps,Fintechamps,Netherlands,Nigeria,Business services,"Professional, scientifi…",Business Services,* $27.80m,* 8,New
13,Mar 2024,Global Admission,Global Admission,United Kingdom,Nigeria,Business services,Educational support …,Business Services,* $27.80m,* 8,New
14,Mar 2024,Valency Internatio…,Valency Internatio…,Singapore,Nigeria,Food and Beverages,Snack food,"Logistics, Distributio…",* $22.50m,* 158,New
15,Feb 2024,IIRIS Consulting,IIRIS Consulting,India,Nigeria,Business services,Management consult…,Business Services,* $27.80m,* 8,New
