ligne,date,parent,entreprise,source,dest,secteur,sous_secteur,activite,capex,emplois,type
1,Apr 2011,Dangote Group,Dangote Group,Nigeria,Tanzania,Building materials,Cement & concrete p…,Manufacturing,* $79.80m,* 342,New
2,Apr 2011,Sanlam Group,Santam,South Africa,Tanzania,Financial services,Insurance,"Sales, Marketing & S…",* $10.80m,* 91,New
3,Mar 2011,Barrick Gold,Barrick Gold,Canada,Tanzania,Metals,Gold ore & silver ore…,Extraction,* $270.00m,"* 1,012",Expansion
4,Mar 2011,Castletown Enterp…,Castletown Enterp…,United Kingdom,Tanzania,"Coal, oil & gas",Fossil fuel electric po…,Electricity,* $558.00m,* 116,New
5,Mar 2011,Equity Bank,Equity Bank,Kenya,Tanzania,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
6,Mar 2011,Trust Company,Trust Company,Japan,Tanzania,Automotive OEM,Automobiles,"Sales, Marketing & S…",* $10.10m,* 38,New
7,Feb 2011,TVS Group,TVS Motor Compa…,India,Tanzania,Non-automotive tran…,"Motorcycle, bicycle, …",Manufacturing,* $60.60m,* 348,New
8,Feb 2011,Uchumi Supermar…,Uchumi Supermar…,Kenya,Tanzania,Food and Beverages,Food & beverage ret…,Retail,* $16.60m,* 177,New
9,Dec 2010,Diamond Trust Ba…,Diamond Trust Ba…,Kenya,Tanzania,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
10,Nov 2010,FirstRand,First National Ban…,South Africa,Tanzania,Financial services,Retail banking,Business Services,* $9.60m,* 27,New
11,Nov 2010,Travelstart,Travelstart,South Africa,Tanzania,Hotels & tourism,Travel arrangement …,"Sales, Marketing & S…",* $1.30m,* 18,New
12,Oct 2010,Bank of Africa,Bank of Africa,Mali,Tanzania,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
13,Oct 2010,Bank of Africa,Bank of Africa,Mali,Tanzania,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
14,Oct 2010,Central Bank of In…,Central Bank of In…,India,Tanzania,Financial services,Retail banking,Business Services,* $11.00m,* 18,New
15,Oct 2010,Healthcare Global …,Healthcare Global …,India,Tanzania,Healthcare,Outpatient care cent…,Business Services,$2.92m,* 32,New
